Latitude,Longitude,PTrain_RFL
29.82,78.53,20.96
19.72,76.27,8.89
33.77,74.35,76.75
30.66,76.84,14.14
26.18,92.73,101.31
23.32,91.32,80.79
25.05,75.0,1.22
26.49,79.19,6.41
9.18,76.55,54.53
10.98,78.23,46.48
34.45,74.29,68.01
24.75,78.25,2.85
24.03,79.2,3.06
17.75,77.9,15.0
27.08,79.82,6.95
15.85,77.27,23.68
22.84,88.42,54.87
24.98,78.27,3.07
23.6,74.62,0.94
23.35,77.07,1.87
16.62,73.9,16.44
23.63,85.0,26.21
22.6,81.47,8.92
18.75,73.55,11.58
26.99,79.64,6.84
24.82,78.76,3.2
33.53,77.5,127.29
24.37,82.95,16.51
25.05,84.05,25.7
25.07,83.95,25.15
16.55,73.62,6.48
29.89,78.66,25.15
24.86,78.86,3.2
29.12,75.52,9.55
25.5,75.85,2.53
23.97,93.22,98.22
23.37,93.12,115.56
29.98,78.62,19.68
24.97,85.1,31.49
22.53,88.32,54.96
26.52,85.97,45.7
26.25,76.33,3.68
28.04,75.65,6.52
25.65,94.03,141.69
33.23,74.63,58.49
20.18,85.62,28.41
28.12,74.76,6.68
25.35,75.53,2.1
18.12,73.0,2.94
21.18,71.65,-0.28
25.53,86.55,44.59
26.82,70.7,6.88
21.51,77.52,5.16
22.52,79.03,3.97
21.43,78.97,7.63
13.18,80.04,23.1
27.69,79.67,8.06
17.97,78.72,12.57
16.97,78.35,15.52
34.29,74.23,75.79
34.17,74.27,78.42
15.2,76.22,23.62
19.83,83.73,17.66
12.46,80.1,26.75
24.53,75.65,1.14
16.75,77.78,17.66
10.08,78.75,49.07
13.93,78.27,29.16
27.69,79.65,8.05
16.1,78.3,16.67
16.03,79.95,10.97
28.23,95.0,149.67
11.15,75.97,35.25
26.75,94.83,128.93
29.54,77.49,11.31
9.23,76.87,56.41
33.5,74.83,82.69
21.43,74.43,1.4
12.71,76.95,38.54
8.77,78.1,60.2
11.73,75.88,51.63
24.38,84.53,24.95
25.85,85.6,39.4
30.4,77.95,16.79
12.48,76.87,39.98
8.37,77.0,63.99
34.1,74.65,64.46
17.67,82.23,14.91
34.11,74.52,66.96
18.93,77.48,14.92
9.8,76.8,61.25
17.83,73.92,14.5
23.72,85.5,29.57
23.8,81.35,8.43
12.92,74.82,20.46
26.62,89.83,76.48
24.65,79.15,3.41
29.98,78.7,16.93
24.22,84.67,24.69
23.97,87.17,44.35
17.97,78.86,12.34
27.83,79.47,8.31
16.13,76.58,22.22
9.75,76.57,50.27
11.98,75.95,48.85
24.71,79.22,3.71
24.82,85.25,31.66
16.17,76.88,23.1
32.89,74.74,21.11
24.59,79.18,3.41
34.51,76.27,140.34
23.8,80.8,6.73
26.42,87.43,56.01
13.32,77.14,37.02
24.37,87.42,46.69
23.8,86.28,36.02
12.42,92.93,72.2
26.75,80.88,10.65
30.93,75.87,14.32
30.9,75.8,14.18
25.75,93.18,102.66
34.03,74.68,67.37
25.55,76.22,2.77
34.42,74.23,68.49
30.38,77.81,14.32
24.5,87.13,44.46
24.58,78.88,3.09
21.7,84.67,21.03
23.27,92.47,93.74
25.2,93.3,101.44
13.7,75.67,30.59
25.58,93.77,124.96
26.77,84.98,40.24
27.23,94.12,129.44
25.18,86.08,39.57
28.33,73.2,8.09
24.37,87.2,45.0
21.85,87.22,44.68
24.17,88.27,53.71
30.72,76.25,13.97
17.44,78.54,13.75
22.22,70.23,1.06
24.11,78.98,2.67
25.47,92.8,95.89
25.5,93.12,100.24
27.75,95.92,157.54
27.03,79.39,6.74
21.72,71.38,1.54
18.03,75.33,12.89
21.08,83.4,14.81
26.35,75.57,3.33
25.3,93.43,111.5
32.8,79.18,130.76
27.32,95.9,149.78
26.03,90.17,77.52
21.55,71.35,1.16
17.18,78.71,14.12
16.17,76.52,21.94
34.0,74.92,65.28
20.2,83.7,22.06
23.4,69.88,1.47
22.32,87.05,42.42
22.83,85.12,25.93
17.98,76.33,15.31
26.87,79.11,6.52
12.02,77.25,44.5
25.2,94.47,136.52
25.68,92.8,97.95
20.78,77.67,8.12
24.7,79.02,3.18
22.88,69.82,0.57
23.83,87.82,50.15
32.52,74.76,19.09
26.28,94.25,119.32
24.55,92.6,91.44
24.87,86.52,40.64
29.97,77.04,12.25
28.07,75.62,6.63
9.92,78.12,53.77
9.83,78.08,54.21
17.93,73.67,30.68
16.75,78.0,16.83
21.08,71.78,-0.78
27.23,79.05,6.96
26.75,92.35,103.45
22.0,80.7,7.0
25.03,88.13,54.54
20.55,74.53,4.29
21.17,81.73,9.65
32.27,77.17,61.03
22.58,80.37,6.24
22.82,69.27,0.75
12.5,76.83,39.97
12.92,74.88,22.47
12.95,74.83,20.86
16.18,81.13,11.67
27.5,77.68,6.92
12.92,92.92,69.4
18.05,78.27,13.41
12.42,75.73,51.72
29.02,77.63,10.09
11.8,77.82,44.66
22.42,87.32,45.32
8.3,73.0,64.2
28.83,78.75,10.06
15.42,73.78,8.79
26.67,84.92,39.07
30.58,78.48,43.14
29.47,79.65,38.72
18.9,72.82,-0.05
19.12,72.85,-0.16
30.45,78.08,40.21
29.47,77.73,11.24
26.12,85.4,39.31
12.3,76.7,42.08
11.8,76.0,45.62
27.54,79.69,7.81
24.65,84.58,26.19
15.47,79.87,11.84
20.87,84.4,19.86
13.11,80.3,22.66
9.93,78.12,53.75
16.45,77.43,20.58
22.87,87.98,52.38
24.77,77.7,2.12
24.78,78.44,2.74
28.45,76.11,7.97
26.4,89.75,75.05
24.03,78.38,2.52
22.69,88.15,53.86
21.02,73.15,-0.41
25.03,87.32,48.02
19.47,82.58,15.86
26.72,92.9,109.62
10.2,76.72,47.54
26.13,85.63,41.05
28.42,73.37,7.71
24.85,83.78,23.15
24.05,78.89,2.75
