Latitude,Longitude,PTrain_RFL
23.28,84.55,298.74
20.88,73.72,202.51
28.3,75.71,95.14
22.9,88.16,330.37
20.13,78.32,310.63
29.85,77.05,105.89
25.22,87.17,270.63
23.95,87.1,296.27
22.7,70.65,186.92
27.22,73.47,89.98
30.72,75.98,69.78
32.98,74.41,89.87
28.36,74.9,74.16
27.7,79.57,219.15
20.67,79.13,313.76
22.25,88.5,350.09
33.26,74.14,264.33
27.32,84.32,218.74
23.27,87.97,319.37
31.52,76.02,108.73
27.98,72.25,20.7
24.9,72.83,136.73
20.72,70.99,238.25
34.08,74.57,354.22
14.97,78.25,184.4
34.1,74.58,351.27
21.92,85.37,300.21
22.02,69.92,190.26
22.26,88.97,356.69
22.86,88.04,329.78
16.75,77.3,186.02
25.73,75.54,157.27
19.92,77.05,242.75
25.93,85.33,242.71
18.17,73.3,264.65
21.33,69.9,221.93
16.72,75.43,140.53
17.21,78.9,205.31
14.83,76.63,111.18
25.96,75.59,151.39
12.84,80.06,242.51
25.6,85.2,251.11
18.98,84.02,289.95
20.37,83.37,286.81
17.63,80.93,269.56
22.55,72.22,199.63
20.28,84.7,301.45
14.98,74.92,166.77
15.17,77.38,146.3
16.28,76.62,161.25
24.67,84.77,273.05
30.64,76.81,111.54
30.1,79.97,601.35
28.07,94.57,508.93
24.67,75.6,180.74
18.02,79.57,231.49
27.38,80.17,257.6
17.82,73.1,272.75
13.0,76.15,78.5
28.08,96.5,719.87
23.98,85.37,304.76
29.17,75.73,62.01
14.28,74.45,267.53
22.77,77.77,266.28
10.58,92.55,300.46
17.45,78.47,180.48
9.5,76.63,176.77
15.8,76.98,177.91
15.02,75.95,131.54
30.03,77.89,-18.17
28.18,75.39,94.56
34.28,74.2,377.68
13.0,75.7,102.32
33.39,74.23,333.49
27.65,79.95,240.2
15.43,75.8,124.33
26.86,79.06,213.8
31.03,78.73,521.21
22.57,75.82,197.46
34.53,75.13,233.99
24.6,87.08,286.78
17.55,75.9,180.42
22.62,86.13,303.65
23.67,84.95,292.76
26.39,79.48,242.55
26.53,75.87,147.9
13.95,76.62,94.85
29.93,78.52,397.83
26.0,92.87,329.72
14.03,75.68,132.38
13.54,77.3,69.62
27.57,93.85,691.4
12.82,77.03,64.98
13.23,77.12,57.23
16.47,76.53,169.39
34.3,74.25,363.97
28.78,95.88,660.98
