Latitude,Longitude,PTrain_LC1
27.13,81.97,3.27
21.47,80.2,3.53
19.27,84.88,3.29
26.75,83.37,3.34
17.35,76.85,3.24
34.05,74.4,3.53
24.65,77.32,3.62
28.42,77.0,2.89
26.1,91.58,3.78
26.23,78.25,3.18
15.42,75.62,3.4
27.23,79.28,3.12
33.89,74.29,3.18
24.05,76.45,3.55
25.58,76.3,3.19
15.73,75.98,3.37
16.27,76.83,3.1
23.52,74.0,3.35
20.1,84.57,3.42
9.92,77.53,2.28
34.16,74.57,2.81
30.65,78.85,4.22
27.85,78.47,3.01
14.55,78.73,2.61
29.9,78.68,3.67
26.01,79.38,3.22
32.79,74.77,2.31
29.97,78.53,3.43
26.7,94.12,3.99
17.61,78.47,3.56
27.72,79.65,3.12
22.77,87.8,3.57
23.28,84.55,4.26
20.88,73.72,3.54
28.3,75.71,2.88
22.9,88.16,3.59
20.13,78.32,3.31
29.85,77.05,2.73
25.22,87.17,3.56
23.95,87.1,3.73
22.7,70.65,3.29
27.22,73.47,3.02
30.72,75.98,2.54
32.98,74.41,2.28
28.36,74.9,2.83
27.7,79.57,3.1
20.67,79.13,3.36
22.25,88.5,3.57
33.26,74.14,2.6
27.32,84.32,3.41
23.27,87.97,3.6
31.52,76.02,2.52
27.98,72.25,2.64
24.9,72.83,3.41
20.72,70.99,3.13
34.08,74.57,2.84
14.97,78.25,2.73
34.1,74.58,2.81
21.92,85.37,4.26
22.02,69.92,3.38
22.26,88.97,3.59
22.86,88.04,3.59
16.75,77.3,3.14
25.73,75.54,3.32
19.92,77.05,3.53
25.93,85.33,3.45
18.17,73.3,2.91
21.33,69.9,3.2
16.72,75.43,3.47
17.21,78.9,3.19
14.83,76.63,3.18
25.96,75.59,3.25
12.84,80.06,2.47
25.6,85.2,3.46
18.98,84.02,3.75
20.37,83.37,3.45
17.63,80.93,2.93
22.55,72.22,3.25
20.28,84.7,3.61
14.98,74.92,3.2
15.17,77.38,2.97
16.28,76.62,3.14
24.67,84.77,3.56
30.64,76.81,2.65
30.1,79.97,4.25
28.07,94.57,4.61
24.67,75.6,3.64
18.02,79.57,3.19
27.38,80.17,3.2
17.82,73.1,2.88
13.0,76.15,3.5
28.08,96.5,4.94
23.98,85.37,4.28
29.17,75.73,2.69
14.28,74.45,2.5
22.77,77.77,3.42
10.58,92.55,2.83
17.45,78.47,3.49
9.5,76.63,2.04
15.8,76.98,2.88
15.02,75.95,3.14
30.03,77.89,3.18
28.18,75.39,2.91
34.28,74.2,3.16
13.0,75.7,3.54
33.39,74.23,2.79
27.65,79.95,3.15
15.43,75.8,3.34
26.86,79.06,3.11
31.03,78.73,4.29
22.57,75.82,3.9
34.53,75.13,3.47
24.6,87.08,3.77
17.55,75.9,3.25
22.62,86.13,3.76
23.67,84.95,4.09
26.39,79.48,3.17
26.53,75.87,3.21
13.95,76.62,3.11
29.93,78.52,3.44
26.0,92.87,3.85
14.03,75.68,3.11
13.54,77.3,3.15
27.57,93.85,5.04
12.82,77.03,3.09
13.23,77.12,3.27
16.47,76.53,3.11
34.3,74.25,2.95
28.78,95.88,4.76
24.53,84.02,3.55
30.17,76.54,2.64
27.68,76.45,3.12
25.05,84.63,3.47
27.6,78.05,3.01
26.27,91.37,3.74
23.83,73.03,3.46
24.77,93.9,4.74
22.72,75.8,3.88
17.69,78.87,3.44
27.16,79.27,3.13
29.84,78.75,3.98
24.68,74.13,3.71
27.68,74.07,2.94
11.57,75.6,2.19
11.77,79.38,2.33
27.24,79.44,3.13
34.65,76.02,3.61
30.1,77.75,2.8
20.13,85.15,3.42
24.28,85.17,3.98
27.33,82.7,3.28
23.2,79.95,3.66
19.08,82.03,3.86
26.82,75.8,3.26
26.9,70.92,3.05
21.05,75.57,3.23
25.35,72.62,3.15
26.53,88.72,3.66
32.67,74.83,2.36
22.82,86.18,3.66
22.82,86.18,3.68
22.88,84.13,4.44
25.08,73.08,3.4
18.2,75.2,3.49
24.53,76.17,3.43
25.45,78.58,3.31
21.92,84.08,3.64
26.3,73.02,3.06
30.55,79.57,3.91
33.19,74.15,2.44
14.53,76.35,3.25
22.23,85.65,4.1
25.48,84.42,3.44
25.05,84.08,3.46
26.2,73.94,3.23
28.88,74.07,2.61
26.72,89.88,3.93
21.73,75.15,3.56
22.47,70.07,3.28
26.1,92.73,3.82
26.38,79.19,3.17
24.92,86.22,3.59
17.61,78.88,3.43
25.55,82.32,3.35
23.63,75.13,3.75
28.05,94.18,4.12
30.64,76.05,2.55
30.8,75.82,2.51
29.28,77.42,2.82
33.98,74.27,3.57
28.06,75.28,2.95
25.1,78.8,3.41
33.78,74.07,2.53
26.21,73.07,3.03
33.34,74.21,2.62
32.6,74.87,2.33
24.43,85.52,3.97
23.1,74.15,3.55
22.17,86.63,3.67
30.03,77.83,2.8
17.74,78.47,3.57
28.33,75.68,2.87
16.33,74.78,3.5
16.43,74.68,3.48
25.38,74.3,3.63
29.8,78.65,3.44
22.52,85.63,4.22
26.13,87.62,3.58
20.78,85.72,3.42
20.82,75.97,3.36
21.85,87.92,3.55
10.95,78.08,2.19
24.32,92.0,3.77
16.95,82.23,2.97
27.07,88.47,4.79
18.33,84.13,3.16
11.73,78.97,2.33
32.4,78.25,3.88
20.27,81.48,3.67
22.67,76.73,3.5
