Latitude,Longitude,PTrain_LC1
26.1,90.78,3.02
24.93,92.77,3.19
24.03,84.07,2.66
20.42,72.85,2.13
26.31,79.3,2.12
30.22,74.17,1.56
34.17,74.9,1.77
32.65,74.9,1.55
24.73,79.21,2.2
26.63,92.8,3.17
34.33,74.38,1.7
24.02,85.55,3.03
28.45,72.5,1.52
25.33,88.32,2.86
30.75,76.15,1.66
27.9,96.3,3.36
28.02,96.23,3.39
25.75,75.38,1.95
18.25,77.1,2.38
25.74,79.16,2.13
23.13,78.68,2.24
27.98,79.42,2.03
26.17,85.0,2.58
29.73,78.47,1.85
23.43,73.75,2.04
20.03,75.03,2.41
33.13,75.98,2.05
29.86,78.64,1.92
26.92,71.37,1.59
30.66,76.83,1.71
24.6,92.83,3.2
33.27,74.55,1.55
17.65,77.47,2.45
30.58,76.82,1.71
25.98,87.13,2.75
24.42,85.98,2.9
28.93,76.17,1.75
33.53,74.22,1.65
29.93,78.74,1.86
24.37,92.17,3.15
26.7,77.9,2.0
29.91,78.7,1.87
25.6,75.61,1.95
21.48,85.82,3.3
33.58,74.09,1.59
26.47,92.47,3.15
19.3,75.67,2.32
22.98,71.47,1.93
22.57,70.42,1.97
23.57,76.78,2.22
32.74,74.81,1.55
24.15,78.23,2.19
28.39,75.63,1.75
28.35,75.64,1.75
16.22,73.83,2.18
27.13,94.77,3.32
26.17,93.57,3.57
17.94,78.68,2.58
20.17,84.85,2.92
27.1,79.95,2.12
26.35,89.9,2.96
27.27,93.07,3.44
32.56,74.92,1.55
24.53,84.92,2.67
12.17,76.6,2.62
15.68,74.97,2.65
34.27,74.47,1.7
34.45,74.41,1.76
34.39,73.79,1.58
21.07,83.2,2.71
18.02,78.9,2.58
34.37,73.98,2.54
23.75,86.17,2.88
16.05,73.92,2.23
23.42,91.67,3.17
29.08,74.68,1.64
28.87,75.45,1.71
25.32,86.02,2.69
25.55,84.15,2.54
23.98,86.02,2.89
22.97,74.12,2.21
24.76,79.05,2.19
23.13,84.85,3.06
20.0,76.3,2.33
27.5,95.75,3.36
16.73,76.92,2.27
21.7,74.03,2.9
26.28,79.29,2.12
25.93,90.77,3.04
27.79,79.31,2.04
29.28,78.12,1.87
25.97,85.12,2.6
28.19,74.69,1.7
26.13,89.47,2.92
10.03,76.3,2.04
11.22,76.15,2.09
13.07,80.26,2.42
17.58,78.54,2.63
13.25,80.33,2.43
13.13,80.25,2.41
8.18,77.63,2.03
26.75,82.08,2.31
25.93,80.83,2.25
30.92,74.67,1.57
26.3,87.27,2.76
22.37,88.78,2.98
16.28,78.68,2.75
30.72,76.77,1.7
26.35,79.23,2.11
25.77,75.63,1.95
24.18,92.02,3.14
11.18,75.85,2.09
17.84,78.12,2.47
15.42,75.63,2.59
27.33,88.62,3.44
16.53,80.8,2.51
24.75,84.95,2.66
25.4,83.55,2.5
22.77,83.97,2.95
27.13,81.97,2.28
21.47,80.2,2.41
19.27,84.88,2.82
26.75,83.37,2.42
17.35,76.85,2.3
34.05,74.4,2.2
24.65,77.32,2.17
28.42,77.0,1.84
26.1,91.58,3.09
26.23,78.25,2.05
15.42,75.62,2.6
27.23,79.28,2.07
33.89,74.29,1.88
24.05,76.45,2.15
25.58,76.3,1.97
15.73,75.98,2.54
16.27,76.83,2.31
23.52,74.0,2.04
20.1,84.57,2.82
9.92,77.53,2.21
34.16,74.57,1.71
30.65,78.85,2.3
27.85,78.47,1.97
14.55,78.73,2.32
29.9,78.68,1.93
26.01,79.38,2.14
32.79,74.77,1.55
29.97,78.53,1.87
26.7,94.12,3.3
17.61,78.47,2.61
27.72,79.65,2.06
22.77,87.8,2.9
23.28,84.55,3.02
20.88,73.72,2.33
28.3,75.71,1.76
22.9,88.16,2.92
20.13,78.32,2.26
29.85,77.05,1.76
25.22,87.17,2.77
23.95,87.1,2.9
22.7,70.65,1.97
27.22,73.47,1.7
30.72,75.98,1.65
32.98,74.41,1.5
28.36,74.9,1.7
27.7,79.57,2.06
20.67,79.13,2.32
22.25,88.5,2.97
33.26,74.14,1.53
27.32,84.32,2.48
23.27,87.97,2.9
31.52,76.02,1.63
27.98,72.25,1.53
24.9,72.83,1.91
20.72,70.99,2.03
34.08,74.57,1.74
14.97,78.25,2.33
34.1,74.58,1.73
21.92,85.37,3.25
22.02,69.92,2.03
22.26,88.97,3.0
22.86,88.04,2.92
16.75,77.3,2.33
25.73,75.54,1.95
19.92,77.05,2.31
25.93,85.33,2.61
18.17,73.3,2.14
21.33,69.9,1.99
16.72,75.43,2.52
17.21,78.9,2.5
14.83,76.63,2.48
25.96,75.59,1.93
12.84,80.06,2.4
25.6,85.2,2.62
18.98,84.02,3.1
20.37,83.37,2.73
17.63,80.93,2.47
22.55,72.22,2.03
20.28,84.7,2.93
14.98,74.92,2.54
15.17,77.38,2.35
16.28,76.62,2.33
24.67,84.77,2.65
30.64,76.81,1.71
30.1,79.97,2.3
28.07,94.57,3.37
24.67,75.6,2.13
18.02,79.57,2.48
27.38,80.17,2.11
17.82,73.1,2.15
13.0,76.15,2.86
28.08,96.5,3.43
23.98,85.37,3.05
29.17,75.73,1.71
14.28,74.45,2.14
22.77,77.77,2.2
10.58,92.55,3.09
17.45,78.47,2.59
9.5,76.63,2.04
15.8,76.98,2.24
15.02,75.95,2.47
30.03,77.89,1.96
28.18,75.39,1.75
34.28,74.2,1.94
13.0,75.7,2.92
33.39,74.23,1.62
27.65,79.95,2.08
15.43,75.8,2.56
26.86,79.06,2.07
31.03,78.73,2.49
22.57,75.82,2.39
34.53,75.13,2.37
24.6,87.08,2.88
17.55,75.9,2.32
22.62,86.13,2.94
23.67,84.95,2.94
26.39,79.48,2.12
26.53,75.87,1.9
13.95,76.62,2.5
29.93,78.52,1.87
26.0,92.87,3.2
14.03,75.68,2.54
13.54,77.3,2.51
27.57,93.85,3.61
12.82,77.03,2.57
13.23,77.12,2.62
16.47,76.53,2.31
34.3,74.25,1.8
28.78,95.88,3.3
24.53,84.02,2.6
30.17,76.54,1.72
27.68,76.45,1.86
25.05,84.63,2.6
27.6,78.05,1.96
26.27,91.37,3.06
23.83,73.03,2.04
24.77,93.9,3.76
22.72,75.8,2.37
17.69,78.87,2.58
27.16,79.27,2.07
29.84,78.75,2.05
24.68,74.13,2.12
27.68,74.07,1.7
11.57,75.6,2.08
11.77,79.38,2.3
27.24,79.44,2.08
34.65,76.02,2.65
30.1,77.75,1.79
20.13,85.15,2.85
24.28,85.17,2.86
27.33,82.7,2.33
23.2,79.95,2.33
19.08,82.03,2.97
26.82,75.8,1.9
26.9,70.92,1.59
21.05,75.57,2.14
25.35,72.62,1.77
26.53,88.72,2.87
32.67,74.83,1.54
22.82,86.18,2.87
22.82,86.18,2.88
22.88,84.13,3.11
25.08,73.08,1.91
18.2,75.2,2.43
24.53,76.17,2.08
25.45,78.58,2.12
21.92,84.08,2.76
26.3,73.02,1.72
30.55,79.57,2.09
33.19,74.15,1.49
14.53,76.35,2.56
22.23,85.65,3.14
25.48,84.42,2.57
25.05,84.08,2.56
26.2,73.94,1.82
28.88,74.07,1.61
26.72,89.88,3.03
21.73,75.15,2.27
22.47,70.07,1.97
26.1,92.73,3.17
26.38,79.19,2.1
24.92,86.22,2.74
17.61,78.88,2.58
25.55,82.32,2.39
23.63,75.13,2.25
28.05,94.18,3.25
30.64,76.05,1.66
30.8,75.82,1.64
29.28,77.42,1.82
33.98,74.27,2.21
28.06,75.28,1.75
25.1,78.8,2.15
33.78,74.07,1.52
26.21,73.07,1.72
33.34,74.21,1.55
32.6,74.87,1.55
24.43,85.52,2.87
23.1,74.15,2.18
22.17,86.63,2.95
30.03,77.83,1.8
17.74,78.47,2.6
28.33,75.68,1.76
16.33,74.78,2.61
16.43,74.68,2.59
25.38,74.3,2.04
29.8,78.65,1.88
22.52,85.63,3.19
26.13,87.62,2.79
20.78,85.72,2.83
20.82,75.97,2.21
21.85,87.92,2.95
10.95,78.08,2.15
24.32,92.0,3.14
16.95,82.23,2.64
27.07,88.47,3.25
18.33,84.13,2.77
11.73,78.97,2.28
32.4,78.25,2.36
20.27,81.48,2.68
22.67,76.73,2.2
11.83,75.33,2.09
26.43,80.37,2.18
8.08,77.5,2.04
31.33,75.33,1.6
10.92,79.83,2.29
10.07,78.8,2.21
29.7,77.03,1.77
14.78,74.13,2.12
33.0,74.9,1.62
21.62,85.58,3.17
21.32,70.32,1.99
24.98,79.92,2.22
17.25,80.15,2.46
21.83,76.37,2.2
21.82,75.62,2.17
27.9,80.8,2.13
22.08,82.15,2.66
9.95,76.27,2.04
10.23,77.47,3.61
12.95,78.3,2.8
16.7,74.23,2.6
22.53,88.33,2.95
22.65,88.45,2.95
7.22,93.73,2.99
10.75,79.35,2.21
25.15,75.85,2.0
25.18,75.9,2.0
17.55,80.63,2.51
9.53,76.6,2.05
11.25,75.78,2.08
23.4,88.52,2.93
10.4,78.67,2.21
33.58,75.5,1.64
34.42,74.3,1.72
15.83,78.07,2.36
26.85,79.5,2.1
25.22,82.72,2.44
13.24,76.86,2.59
19.28,74.37,2.65
17.87,78.76,2.59
17.22,78.03,2.58
13.55,76.01,2.68
22.5,73.75,2.19
21.53,73.43,2.23
32.68,74.76,1.54
31.91,75.45,1.59
29.92,77.07,1.76
13.02,80.12,2.4
27.57,79.35,2.05
27.51,79.51,2.07
30.02,79.07,2.03
13.35,77.98,2.73
34.3,73.95,2.06
34.12,74.81,1.75
28.62,72.97,1.55
22.17,85.62,3.13
27.78,79.32,2.04
21.85,72.13,2.07
17.5,74.75,2.66
26.7,89.45,3.0
28.19,75.7,1.77
20.03,77.83,2.25
25.25,94.47,3.99
26.89,79.65,2.11
17.92,82.97,2.72
22.44,88.1,2.94
11.7,75.53,2.08
30.04,73.95,1.55
9.82,77.15,2.85
21.95,85.32,3.25
21.23,78.9,2.3
22.05,78.3,2.4
26.8,75.64,1.88
19.25,73.15,2.13
19.5,83.32,2.93
33.23,74.39,1.52
32.96,74.41,1.5
24.6,84.82,2.66
29.79,78.71,1.87
19.9,86.12,2.88
29.87,78.72,1.97
20.27,85.18,2.83
21.42,79.27,2.38
17.07,78.49,2.69
25.4,79.5,2.17
12.85,74.9,2.1
28.93,74.89,1.67
23.1,71.4,1.89
23.43,85.32,3.11
12.42,78.38,2.42
11.83,75.67,2.16
23.48,70.47,1.98
22.42,71.87,2.02
25.13,75.58,2.06
24.54,75.71,2.12
25.7,81.35,2.3
17.28,76.22,2.32
21.78,85.97,3.14
21.32,77.61,2.25
10.92,76.43,2.08
10.47,79.73,2.25
20.23,83.28,2.76
18.15,73.0,2.18
27.05,79.39,2.08
26.65,79.99,2.15
27.23,79.25,2.06
23.1,74.87,2.25
28.37,76.9,1.84
29.82,78.53,1.89
19.72,76.27,2.31
33.77,74.35,1.99
30.66,76.84,1.71
26.18,92.73,3.25
23.32,91.32,3.12
25.05,75.0,2.06
26.49,79.19,2.1
9.18,76.55,2.02
10.98,78.23,2.12
34.45,74.29,1.7
24.75,78.25,2.15
24.03,79.2,2.24
17.75,77.9,2.45
27.08,79.82,2.11
15.85,77.27,2.32
22.84,88.42,2.94
24.98,78.27,2.13
23.6,74.62,2.15
23.35,77.07,2.24
16.62,73.9,2.66
23.63,85.0,2.99
22.6,81.47,2.72
18.75,73.55,2.76
26.99,79.64,2.1
24.82,78.76,2.17
33.53,77.5,2.89
24.37,82.95,2.54
25.05,84.05,2.56
25.07,83.95,2.55
16.55,73.62,2.2
29.89,78.66,1.93
24.86,78.86,2.17
29.12,75.52,1.7
25.5,75.85,1.95
23.97,93.22,3.88
23.37,93.12,4.35
29.98,78.62,1.87
24.97,85.1,2.65
22.53,88.32,2.95
26.52,85.97,2.64
26.25,76.33,1.93
28.04,75.65,1.78
25.65,94.03,4.13
33.23,74.63,1.79
20.18,85.62,2.89
28.12,74.76,1.71
25.35,75.53,1.96
18.12,73.0,2.27
21.18,71.65,2.07
25.53,86.55,2.72
26.82,70.7,1.57
21.51,77.52,2.57
22.52,79.03,2.36
21.43,78.97,2.3
13.18,80.04,2.4
27.69,79.67,2.07
17.97,78.72,2.56
16.97,78.35,2.62
34.29,74.23,1.83
34.17,74.27,1.92
15.2,76.22,2.39
19.83,83.73,2.91
12.46,80.1,2.38
24.53,75.65,2.11
16.75,77.78,2.44
10.08,78.75,2.19
13.93,78.27,2.55
27.69,79.65,2.06
16.1,78.3,2.43
16.03,79.95,2.47
28.23,95.0,3.27
11.15,75.97,2.1
26.75,94.83,3.5
29.54,77.49,1.81
9.23,76.87,2.04
33.5,74.83,2.72
21.43,74.43,2.11
12.71,76.95,2.51
8.77,78.1,2.09
11.73,75.88,2.93
24.38,84.53,2.68
25.85,85.6,2.64
30.4,77.95,1.78
12.48,76.87,2.55
8.37,77.0,2.0
34.1,74.65,1.73
17.67,82.23,2.85
34.11,74.52,1.74
18.93,77.48,2.27
9.8,76.8,2.58
17.83,73.92,2.75
23.72,85.5,2.96
23.8,81.35,2.45
12.92,74.82,2.09
26.62,89.83,3.01
24.65,79.15,2.2
29.98,78.7,1.86
24.22,84.67,2.78
23.97,87.17,2.89
17.97,78.86,2.57
27.83,79.47,2.04
16.13,76.58,2.38
9.75,76.57,2.04
11.98,75.95,2.9
24.71,79.22,2.2
24.82,85.25,2.67
16.17,76.88,2.32
32.89,74.74,1.54
24.59,79.18,2.2
34.51,76.27,2.69
23.8,80.8,2.38
26.42,87.43,2.77
13.32,77.14,2.62
24.37,87.42,2.9
23.8,86.28,2.88
12.42,92.93,3.21
26.75,80.88,2.21
30.93,75.87,1.64
30.9,75.8,1.64
25.75,93.18,3.28
34.03,74.68,1.77
25.55,76.22,1.97
34.42,74.23,1.71
30.38,77.81,1.77
24.5,87.13,2.88
24.58,78.88,2.19
21.7,84.67,2.95
23.27,92.47,3.87
25.2,93.3,3.69
13.7,75.67,2.59
25.58,93.77,4.01
26.77,84.98,2.55
27.23,94.12,3.26
25.18,86.08,2.7
28.33,73.2,1.58
24.37,87.2,2.88
21.85,87.22,2.91
24.17,88.27,2.88
30.72,76.25,1.67
17.44,78.54,2.57
22.22,70.23,2.02
24.11,78.98,2.27
25.47,92.8,3.4
25.5,93.12,3.27
27.75,95.92,3.35
27.03,79.39,2.08
21.72,71.38,2.04
18.03,75.33,2.43
21.08,83.4,2.71
26.35,75.57,1.9
25.3,93.43,3.91
32.8,79.18,2.94
27.32,95.9,3.42
26.03,90.17,2.97
21.55,71.35,2.04
17.18,78.71,2.64
16.17,76.52,2.36
34.0,74.92,1.76
20.2,83.7,3.26
23.4,69.88,1.9
22.32,87.05,2.9
22.83,85.12,2.97
17.98,76.33,2.44
26.87,79.11,2.07
12.02,77.25,2.65
25.2,94.47,4.13
25.68,92.8,3.28
20.78,77.67,2.25
24.7,79.02,2.19
22.88,69.82,1.96
23.83,87.82,2.87
32.52,74.76,1.54
26.28,94.25,3.62
24.55,92.6,3.18
24.87,86.52,2.8
29.97,77.04,1.76
28.07,75.62,1.78
9.92,78.12,2.13
9.83,78.08,2.13
17.93,73.67,3.56
16.75,78.0,2.51
21.08,71.78,2.07
27.23,79.05,2.05
26.75,92.35,3.16
22.0,80.7,2.54
25.03,88.13,2.85
20.55,74.53,2.39
21.17,81.73,2.59
32.27,77.17,2.02
22.58,80.37,2.42
22.82,69.27,1.93
12.5,76.83,2.57
12.92,74.88,2.18
12.95,74.83,2.12
16.18,81.13,2.55
27.5,77.68,1.94
12.92,92.92,3.23
18.05,78.27,2.46
12.42,75.73,3.13
29.02,77.63,1.85
11.8,77.82,2.17
22.42,87.32,2.91
8.3,73.0,1.8
28.83,78.75,1.93
15.42,73.78,2.18
26.67,84.92,2.55
30.58,78.48,2.09
29.47,79.65,2.3
18.9,72.82,2.14
19.12,72.85,2.14
30.45,78.08,2.11
29.47,77.73,1.83
26.12,85.4,2.62
12.3,76.7,2.65
11.8,76.0,2.72
27.54,79.69,2.08
24.65,84.58,2.66
15.47,79.87,2.45
20.87,84.4,2.78
13.11,80.3,2.42
9.93,78.12,2.13
16.45,77.43,2.3
22.87,87.98,2.91
24.77,77.7,2.17
24.78,78.44,2.17
28.45,76.11,1.78
26.4,89.75,2.97
24.03,78.38,2.22
22.69,88.15,2.93
21.02,73.15,2.11
25.03,87.32,2.81
19.47,82.58,3.08
26.72,92.9,3.19
10.2,76.72,2.08
26.13,85.63,2.63
28.42,73.37,1.59
24.85,83.78,2.55
24.05,78.89,2.24
21.55,74.7,2.22
17.53,78.59,2.61
26.02,79.34,2.13
15.68,75.63,2.5
27.87,79.44,2.04
12.75,79.67,2.36
13.04,80.23,2.41
16.53,75.58,2.43
19.62,74.57,2.46
27.57,79.74,2.08
30.77,79.48,2.71
17.93,78.8,2.61
25.65,75.59,1.95
17.55,73.98,3.06
19.32,74.33,2.6
23.1,80.23,2.37
26.43,92.03,3.11
17.52,75.47,2.36
18.23,73.28,2.13
20.83,78.25,2.24
22.83,85.03,3.01
30.71,76.84,1.7
22.07,88.05,2.95
17.25,78.59,2.61
9.48,76.75,2.02
