Latitude,Longitude,PTrain_LC1
16.53,80.8,2.72
24.75,84.95,3.83
25.4,83.55,3.73
22.77,83.97,4.09
27.13,81.97,3.45
21.47,80.2,3.51
19.27,84.88,3.09
26.75,83.37,3.65
17.35,76.85,2.91
34.05,74.4,3.41
24.65,77.32,3.56
28.42,77.0,2.74
26.1,91.58,4.31
26.23,78.25,3.21
15.42,75.62,3.22
27.23,79.28,3.12
33.89,74.29,2.9
24.05,76.45,3.48
25.58,76.3,3.18
15.73,75.98,3.11
16.27,76.83,2.74
23.52,74.0,3.38
20.1,84.57,3.24
9.92,77.53,2.0
34.16,74.57,2.42
30.65,78.85,4.16
27.85,78.47,2.95
14.55,78.73,2.38
29.9,78.68,3.51
26.01,79.38,3.29
32.79,74.77,1.63
29.97,78.53,3.22
26.7,94.12,4.82
17.61,78.47,3.25
27.72,79.65,3.07
22.77,87.8,3.44
23.28,84.55,4.19
20.88,73.72,3.6
28.3,75.71,2.7
22.9,88.16,3.48
20.13,78.32,3.19
29.85,77.05,2.42
25.22,87.17,3.87
23.95,87.1,3.77
22.7,70.65,3.55
27.22,73.47,2.85
30.72,75.98,2.1
32.98,74.41,1.6
28.36,74.9,2.62
27.7,79.57,3.06
20.67,79.13,3.29
22.25,88.5,3.39
33.26,74.14,2.06
27.32,84.32,3.76
23.27,87.97,3.55
31.52,76.02,2.0
27.98,72.25,2.44
24.9,72.83,3.37
20.72,70.99,3.45
34.08,74.57,2.48
14.97,78.25,2.45
34.1,74.58,2.45
21.92,85.37,4.06
22.02,69.92,3.66
22.26,88.97,3.4
22.86,88.04,3.47
16.75,77.3,2.8
25.73,75.54,3.25
19.92,77.05,3.32
25.93,85.33,3.84
18.17,73.3,3.11
21.33,69.9,3.56
16.72,75.43,3.26
17.21,78.9,2.93
14.83,76.63,2.83
25.96,75.59,3.19
12.84,80.06,2.39
25.6,85.2,3.83
18.98,84.02,3.49
20.37,83.37,3.32
17.63,80.93,2.77
22.55,72.22,3.45
20.28,84.7,3.4
14.98,74.92,3.18
15.17,77.38,2.57
16.28,76.62,2.79
24.67,84.77,3.81
30.64,76.81,2.25
30.1,79.97,4.26
28.07,94.57,5.35
24.67,75.6,3.54
18.02,79.57,2.96
27.38,80.17,3.18
17.82,73.1,3.12
13.0,76.15,3.41
28.08,96.5,5.69
23.98,85.37,4.26
29.17,75.73,2.43
14.28,74.45,2.66
22.77,77.77,3.39
10.58,92.55,2.88
17.45,78.47,3.18
9.5,76.63,2.04
15.8,76.98,2.53
15.02,75.95,2.9
30.03,77.89,3.06
28.18,75.39,2.73
34.28,74.2,2.92
13.0,75.7,3.58
33.39,74.23,2.34
27.65,79.95,3.11
15.43,75.8,3.12
26.86,79.06,3.14
31.03,78.73,4.28
22.57,75.82,3.77
34.53,75.13,3.51
24.6,87.08,3.9
17.55,75.9,3.0
22.62,86.13,3.65
23.67,84.95,4.08
26.39,79.48,3.23
26.53,75.87,3.13
13.95,76.62,2.78
29.93,78.52,3.24
26.0,92.87,4.46
14.03,75.68,2.98
13.54,77.3,2.69
27.57,93.85,5.48
12.82,77.03,2.74
13.23,77.12,2.88
16.47,76.53,2.78
34.3,74.25,2.63
28.78,95.88,5.52
24.53,84.02,3.79
30.17,76.54,2.29
27.68,76.45,2.99
25.05,84.63,3.79
27.6,78.05,2.96
26.27,91.37,4.29
23.83,73.03,3.49
24.77,93.9,4.99
22.72,75.8,3.76
17.69,78.87,3.15
27.16,79.27,3.13
29.84,78.75,3.87
24.68,74.13,3.62
27.68,74.07,2.76
11.57,75.6,2.3
11.77,79.38,2.22
27.24,79.44,3.13
34.65,76.02,3.84
30.1,77.75,2.48
20.13,85.15,3.23
24.28,85.17,4.06
27.33,82.7,3.51
23.2,79.95,3.7
19.08,82.03,3.59
26.82,75.8,3.15
26.9,70.92,2.92
21.05,75.57,3.18
25.35,72.62,3.13
26.53,88.72,4.17
32.67,74.83,1.71
22.82,86.18,3.6
22.82,86.18,3.61
22.88,84.13,4.34
25.08,73.08,3.34
18.2,75.2,3.33
24.53,76.17,3.38
25.45,78.58,3.36
21.92,84.08,3.62
26.3,73.02,2.97
30.55,79.57,3.86
33.19,74.15,1.83
14.53,76.35,2.96
22.23,85.65,3.91
25.48,84.42,3.79
25.05,84.08,3.77
26.2,73.94,3.13
28.88,74.07,2.33
26.72,89.88,4.4
21.73,75.15,3.49
22.47,70.07,3.59
26.1,92.73,4.44
26.38,79.19,3.22
24.92,86.22,3.84
17.61,78.88,3.14
25.55,82.32,3.63
23.63,75.13,3.66
28.05,94.18,4.99
30.64,76.05,2.13
30.8,75.82,2.06
29.28,77.42,2.59
33.98,74.27,3.45
28.06,75.28,2.77
25.1,78.8,3.45
33.78,74.07,1.96
26.21,73.07,2.96
33.34,74.21,2.09
32.6,74.87,1.66
24.43,85.52,4.06
23.1,74.15,3.55
22.17,86.63,3.5
30.03,77.83,2.49
17.74,78.47,3.26
28.33,75.68,2.69
16.33,74.78,3.43
16.43,74.68,3.42
25.38,74.3,3.51
29.8,78.65,3.25
22.52,85.63,4.05
26.13,87.62,4.02
20.78,85.72,3.29
