Latitude,Longitude,PTrain_LC1
27.05,79.39,0.61
26.65,79.99,0.56
27.23,79.25,0.63
23.1,74.87,0.71
28.37,76.9,0.71
29.82,78.53,1.08
19.72,76.27,0.75
33.77,74.35,1.7
30.66,76.84,0.83
26.18,92.73,2.67
23.32,91.32,2.85
25.05,75.0,0.5
26.49,79.19,0.6
9.18,76.55,2.2
10.98,78.23,1.79
34.45,74.29,1.44
24.75,78.25,0.44
24.03,79.2,0.35
17.75,77.9,0.79
27.08,79.82,0.6
15.85,77.27,1.12
22.84,88.42,2.25
24.98,78.27,0.46
23.6,74.62,0.8
23.35,77.07,0.42
16.62,73.9,1.51
23.63,85.0,0.78
22.6,81.47,0.38
18.75,73.55,1.16
26.99,79.64,0.6
24.82,78.76,0.42
33.53,77.5,2.32
24.37,82.95,0.64
25.05,84.05,1.0
25.07,83.95,0.98
16.55,73.62,2.15
29.89,78.66,1.18
24.86,78.86,0.42
29.12,75.52,0.77
25.5,75.85,0.64
23.97,93.22,2.48
23.37,93.12,2.86
29.98,78.62,1.01
24.97,85.1,1.19
22.53,88.32,2.31
26.52,85.97,1.49
26.25,76.33,0.61
28.04,75.65,0.65
25.65,94.03,3.4
33.23,74.63,1.5
20.18,85.62,1.76
28.12,74.76,0.67
25.35,75.53,0.63
18.12,73.0,2.03
21.18,71.65,2.09
25.53,86.55,1.57
26.82,70.7,0.96
21.51,77.52,0.48
22.52,79.03,0.32
21.43,78.97,0.35
13.18,80.04,1.85
27.69,79.67,0.65
17.97,78.72,0.76
16.97,78.35,0.92
34.29,74.23,1.63
34.17,74.27,1.71
15.2,76.22,1.37
19.83,83.73,1.1
12.46,80.1,1.94
24.53,75.65,0.51
16.75,77.78,0.97
10.08,78.75,1.94
13.93,78.27,1.32
27.69,79.65,0.65
16.1,78.3,1.19
16.03,79.95,1.68
28.23,95.0,3.14
11.15,75.97,2.18
26.75,94.83,2.91
29.54,77.49,0.79
9.23,76.87,2.12
33.5,74.83,1.82
21.43,74.43,1.39
12.71,76.95,1.56
8.77,78.1,2.11
11.73,75.88,1.95
24.38,84.53,0.94
25.85,85.6,1.39
30.4,77.95,0.91
12.48,76.87,1.62
8.37,77.0,2.2
34.1,74.65,1.34
17.67,82.23,1.31
34.11,74.52,1.48
18.93,77.48,0.64
9.8,76.8,1.99
17.83,73.92,1.25
23.72,85.5,0.94
23.8,81.35,0.37
12.92,74.82,2.33
26.62,89.83,2.1
24.65,79.15,0.4
29.98,78.7,0.92
24.22,84.67,0.84
23.97,87.17,1.63
17.97,78.86,0.76
27.83,79.47,0.67
16.13,76.58,1.13
9.75,76.57,2.14
11.98,75.95,1.9
24.71,79.22,0.41
24.82,85.25,1.19
16.17,76.88,1.09
32.89,74.74,0.82
24.59,79.18,0.4
34.51,76.27,2.28
23.8,80.8,0.35
26.42,87.43,1.74
13.32,77.14,1.47
24.37,87.42,1.63
23.8,86.28,1.32
12.42,92.93,3.17
26.75,80.88,0.62
30.93,75.87,0.83
30.9,75.8,0.83
25.75,93.18,2.75
34.03,74.68,1.41
25.55,76.22,0.62
34.42,74.23,1.46
30.38,77.81,0.84
24.5,87.13,1.53
24.58,78.88,0.4
21.7,84.67,0.86
23.27,92.47,2.39
25.2,93.3,2.52
13.7,75.67,1.65
25.58,93.77,3.07
26.77,84.98,1.32
27.23,94.12,3.05
25.18,86.08,1.47
28.33,73.2,0.77
24.37,87.2,1.6
21.85,87.22,2.12
24.17,88.27,2.0
30.72,76.25,0.83
17.44,78.54,0.86
22.22,70.23,1.97
24.11,78.98,0.36
25.47,92.8,2.5
25.5,93.12,2.74
27.75,95.92,3.2
27.03,79.39,0.61
21.72,71.38,1.76
18.03,75.33,1.08
21.08,83.4,0.94
26.35,75.57,0.59
25.3,93.43,2.75
32.8,79.18,2.44
27.32,95.9,3.08
26.03,90.17,2.34
21.55,71.35,1.87
17.18,78.71,0.91
16.17,76.52,1.14
34.0,74.92,1.35
20.2,83.7,0.79
23.4,69.88,2.01
22.32,87.05,1.91
22.83,85.12,0.92
17.98,76.33,0.88
26.87,79.11,0.61
12.02,77.25,1.67
25.2,94.47,3.33
25.68,92.8,2.64
20.78,77.67,0.51
24.7,79.02,0.4
22.88,69.82,2.2
23.83,87.82,1.94
32.52,74.76,0.82
26.28,94.25,2.82
24.55,92.6,2.84
24.87,86.52,1.42
29.97,77.04,0.81
28.07,75.62,0.66
9.92,78.12,1.89
9.83,78.08,1.91
17.93,73.67,1.23
16.75,78.0,0.97
21.08,71.78,2.19
27.23,79.05,0.63
26.75,92.35,2.72
22.0,80.7,0.31
25.03,88.13,1.88
20.55,74.53,0.97
21.17,81.73,0.51
32.27,77.17,1.56
22.58,80.37,0.3
22.82,69.27,2.33
12.5,76.83,1.63
12.92,74.88,2.2
12.95,74.83,2.29
16.18,81.13,1.83
27.5,77.68,0.68
12.92,92.92,3.15
18.05,78.27,0.75
12.42,75.73,1.97
29.02,77.63,0.76
11.8,77.82,1.6
22.42,87.32,2.0
8.3,73.0,2.62
28.83,78.75,0.74
15.42,73.78,2.28
26.67,84.92,1.29
30.58,78.48,1.53
29.47,79.65,1.51
18.9,72.82,2.26
19.12,72.85,2.22
30.45,78.08,1.55
29.47,77.73,0.78
26.12,85.4,1.35
12.3,76.7,1.7
11.8,76.0,1.86
27.54,79.69,0.64
24.65,84.58,0.97
15.47,79.87,1.79
20.87,84.4,1.24
13.11,80.3,1.92
9.93,78.12,1.89
16.45,77.43,1.07
22.87,87.98,2.19
24.77,77.7,0.4
24.78,78.44,0.41
28.45,76.11,0.72
26.4,89.75,2.15
24.03,78.38,0.37
22.69,88.15,2.26
21.02,73.15,1.96
25.03,87.32,1.68
19.47,82.58,0.73
26.72,92.9,2.85
10.2,76.72,2.06
26.13,85.63,1.4
28.42,73.37,0.74
24.85,83.78,0.91
24.05,78.89,0.35
21.55,74.7,1.06
17.53,78.59,0.83
26.02,79.34,0.54
15.68,75.63,1.37
27.87,79.44,0.67
12.75,79.67,1.78
13.04,80.23,1.91
16.53,75.58,1.26
19.62,74.57,1.0
27.57,79.74,0.64
30.77,79.48,1.29
17.93,78.8,0.75
25.65,75.59,0.59
17.55,73.98,1.2
19.32,74.33,1.01
23.1,80.23,0.3
26.43,92.03,2.73
17.52,75.47,1.18
18.23,73.28,2.22
20.83,78.25,0.46
22.83,85.03,0.85
30.71,76.84,0.83
22.07,88.05,2.36
