Latitude,Longitude,PTrain_AC1
27.16,79.27,1.45
29.84,78.75,2.85
24.68,74.13,1.21
27.68,74.07,1.68
11.57,75.6,2.81
11.77,79.38,2.77
27.24,79.44,1.46
34.65,76.02,4.91
30.1,77.75,2.12
20.13,85.15,1.75
24.28,85.17,1.58
27.33,82.7,1.61
23.2,79.95,0.96
19.08,82.03,1.34
26.82,75.8,1.55
26.9,70.92,1.49
21.05,75.57,1.05
25.35,72.62,1.28
26.53,88.72,2.03
32.67,74.83,2.92
22.82,86.18,1.68
22.82,86.18,1.67
22.88,84.13,1.39
25.08,73.08,1.24
18.2,75.2,1.11
24.53,76.17,1.23
25.45,78.58,1.26
21.92,84.08,1.4
26.3,73.02,1.42
30.55,79.57,3.26
33.19,74.15,3.32
14.53,76.35,1.6
22.23,85.65,1.55
25.48,84.42,1.61
25.05,84.08,1.55
26.2,73.94,1.42
28.88,74.07,1.87
26.72,89.88,2.13
21.73,75.15,1.05
22.47,70.07,1.18
26.1,92.73,2.22
26.38,79.19,1.34
24.92,86.22,1.75
17.61,78.88,1.25
25.55,82.32,1.39
23.63,75.13,1.13
28.05,94.18,2.4
30.64,76.05,2.24
30.8,75.82,2.28
29.28,77.42,1.92
33.98,74.27,4.39
28.06,75.28,1.75
25.1,78.8,1.21
33.78,74.07,3.69
26.21,73.07,1.41
33.34,74.21,3.59
32.6,74.87,2.84
24.43,85.52,1.61
23.1,74.15,1.14
22.17,86.63,1.76
30.03,77.83,2.1
17.74,78.47,1.15
28.33,75.68,1.78
16.33,74.78,1.38
16.43,74.68,1.37
25.38,74.3,1.3
29.8,78.65,2.42
22.52,85.63,1.53
26.13,87.62,1.93
20.78,85.72,1.72
20.82,75.97,1.0
21.85,87.92,1.96
10.95,78.08,2.64
24.32,92.0,2.11
16.95,82.23,2.03
27.07,88.47,2.21
18.33,84.13,1.96
11.73,78.97,2.65
32.4,78.25,4.16
20.27,81.48,1.17
22.67,76.73,1.05
11.83,75.33,2.74
26.43,80.37,1.28
8.08,77.5,3.68
31.33,75.33,2.42
10.92,79.83,3.08
10.07,78.8,3.13
29.7,77.03,2.02
14.78,74.13,2.08
33.0,74.9,3.61
21.62,85.58,1.55
21.32,70.32,1.16
24.98,79.92,1.11
17.25,80.15,1.59
21.83,76.37,1.01
21.82,75.62,1.06
27.9,80.8,1.56
22.08,82.15,1.18
9.95,76.27,3.21
10.23,77.47,2.14
12.95,78.3,1.9
16.7,74.23,1.39
22.53,88.33,1.94
22.65,88.45,1.93
7.22,93.73,4.18
10.75,79.35,3.01
25.15,75.85,1.3
25.18,75.9,1.31
17.55,80.63,1.58
9.53,76.6,3.23
11.25,75.78,2.89
23.4,88.52,1.89
10.4,78.67,2.98
33.58,75.5,3.76
34.42,74.3,4.3
15.83,78.07,1.53
26.85,79.5,1.39
25.22,82.72,1.41
13.24,76.86,1.79
19.28,74.37,1.07
17.87,78.76,1.17
17.22,78.03,1.18
13.55,76.01,1.84
22.5,73.75,1.17
21.53,73.43,1.18
32.68,74.76,2.86
31.91,75.45,2.6
29.92,77.07,2.07
13.02,80.12,2.59
27.57,79.35,1.52
27.51,79.51,1.5
30.02,79.07,2.9
13.35,77.98,1.74
34.3,73.95,4.47
34.12,74.81,4.28
28.62,72.97,1.83
