Latitude,Longitude,PTrain_AC1
24.42,85.98,2.58
28.93,76.17,0.85
33.53,74.22,0.45
29.93,78.74,0.73
24.37,92.17,3.38
26.7,77.9,1.18
29.91,78.7,0.73
25.6,75.61,1.09
21.48,85.82,3.01
33.58,74.09,0.45
26.47,92.47,3.55
19.3,75.67,2.55
22.98,71.47,1.39
22.57,70.42,1.58
23.57,76.78,1.52
32.74,74.81,0.5
24.15,78.23,1.49
28.39,75.63,0.83
28.35,75.64,0.83
16.22,73.83,3.76
27.13,94.77,3.95
26.17,93.57,3.6
17.94,78.68,3.15
20.17,84.85,3.26
27.1,79.95,1.18
26.35,89.9,3.14
27.27,93.07,3.53
32.56,74.92,0.5
24.53,84.92,2.46
12.17,76.6,5.0
15.68,74.97,3.94
34.27,74.47,0.56
34.45,74.41,0.63
34.39,73.79,0.48
21.07,83.2,2.76
18.02,78.9,3.14
34.37,73.98,1.54
23.75,86.17,2.68
16.05,73.92,3.83
23.42,91.67,3.35
29.08,74.68,0.71
28.87,75.45,0.79
25.32,86.02,2.59
25.55,84.15,2.28
23.98,86.02,2.63
22.97,74.12,1.53
24.76,79.05,1.42
23.13,84.85,2.59
20.0,76.3,2.32
27.5,95.75,4.03
16.73,76.92,3.21
21.7,74.03,1.89
26.28,79.29,1.27
25.93,90.77,3.24
27.79,79.31,1.11
29.28,78.12,0.92
25.97,85.12,2.43
28.19,74.69,0.74
26.13,89.47,3.08
10.03,76.3,5.29
11.22,76.15,5.06
13.07,80.26,4.8
17.58,78.54,3.29
13.25,80.33,4.77
13.13,80.25,4.78
8.18,77.63,5.49
26.75,82.08,1.7
25.93,80.83,1.45
30.92,74.67,0.57
26.3,87.27,2.76
22.37,88.78,3.23
16.28,78.68,3.81
30.72,76.77,0.69
26.35,79.23,1.26
25.77,75.63,1.06
24.18,92.02,3.36
11.18,75.85,5.12
17.84,78.12,3.08
15.42,75.63,3.98
27.33,88.62,2.79
16.53,80.8,3.91
24.75,84.95,2.45
25.4,83.55,2.18
22.77,83.97,2.55
27.13,81.97,1.62
21.47,80.2,2.15
19.27,84.88,3.58
26.75,83.37,2.02
17.35,76.85,3.03
34.05,74.4,1.08
24.65,77.32,1.37
28.42,77.0,0.95
26.1,91.58,3.37
26.23,78.25,1.24
15.42,75.62,3.98
27.23,79.28,1.16
33.89,74.29,0.72
24.05,76.45,1.4
25.58,76.3,1.17
15.73,75.98,3.81
16.27,76.83,3.42
23.52,74.0,1.38
20.1,84.57,3.24
9.92,77.53,5.25
34.16,74.57,0.56
30.65,78.85,1.22
27.85,78.47,1.09
14.55,78.73,4.16
29.9,78.68,0.77
26.01,79.38,1.29
32.79,74.77,0.5
29.97,78.53,0.72
26.7,94.12,3.84
17.61,78.47,3.26
27.72,79.65,1.11
22.77,87.8,3.06
23.28,84.55,2.54
20.88,73.72,2.18
28.3,75.71,0.84
22.9,88.16,3.07
20.13,78.32,2.16
29.85,77.05,0.81
25.22,87.17,2.74
23.95,87.1,2.77
22.7,70.65,1.52
27.22,73.47,0.66
30.72,75.98,0.67
32.98,74.41,0.48
28.36,74.9,0.76
27.7,79.57,1.12
20.67,79.13,2.15
22.25,88.5,3.23
33.26,74.14,0.37
27.32,84.32,2.18
23.27,87.97,2.98
31.52,76.02,0.59
27.98,72.25,0.52
24.9,72.83,0.89
20.72,70.99,2.25
34.08,74.57,0.56
14.97,78.25,3.98
34.1,74.58,0.55
21.92,85.37,2.86
22.02,69.92,1.63
22.26,88.97,3.28
22.86,88.04,3.06
16.75,77.3,3.27
25.73,75.54,1.06
19.92,77.05,2.31
25.93,85.33,2.47
18.17,73.3,3.16
21.33,69.9,1.97
16.72,75.43,3.48
17.21,78.9,3.41
14.83,76.63,4.05
25.96,75.59,1.04
12.84,80.06,4.81
25.6,85.2,2.46
18.98,84.02,3.51
20.37,83.37,2.97
17.63,80.93,3.47
22.55,72.22,1.71
20.28,84.7,3.2
14.98,74.92,4.19
15.17,77.38,3.81
16.28,76.62,3.45
24.67,84.77,2.43
30.64,76.81,0.71
30.1,79.97,1.19
28.07,94.57,3.71
24.67,75.6,1.21
18.02,79.57,3.16
27.38,80.17,1.13
17.82,73.1,3.31
13.0,76.15,4.85
28.08,96.5,3.69
23.98,85.37,2.54
29.17,75.73,0.79
14.28,74.45,4.41
22.77,77.77,1.69
10.58,92.55,5.12
17.45,78.47,3.31
9.5,76.63,5.33
15.8,76.98,3.51
15.02,75.95,4.04
30.03,77.89,1.19
28.18,75.39,0.82
34.28,74.2,0.8
13.0,75.7,4.89
33.39,74.23,0.42
27.65,79.95,1.11
15.43,75.8,3.95
26.86,79.06,1.21
31.03,78.73,1.46
22.57,75.82,1.69
34.53,75.13,1.31
24.6,87.08,2.72
17.55,75.9,3.07
22.62,86.13,2.84
23.67,84.95,2.53
26.39,79.48,1.26
26.53,75.87,1.01
13.95,76.62,4.36
29.93,78.52,0.73
26.0,92.87,3.58
14.03,75.68,4.45
13.54,77.3,4.43
27.57,93.85,3.52
12.82,77.03,4.73
13.23,77.12,4.63
16.47,76.53,3.37
34.3,74.25,0.65
28.78,95.88,3.59
24.53,84.02,2.33
30.17,76.54,0.75
27.68,76.45,0.94
25.05,84.63,2.39
27.6,78.05,1.1
26.27,91.37,3.36
23.83,73.03,1.2
24.77,93.9,3.6
22.72,75.8,1.65
17.69,78.87,3.26
27.16,79.27,1.17
29.84,78.75,0.9
24.68,74.13,1.05
27.68,74.07,0.71
11.57,75.6,5.04
11.77,79.38,4.96
27.24,79.44,1.16
34.65,76.02,1.73
30.1,77.75,0.8
20.13,85.15,3.32
24.28,85.17,2.49
27.33,82.7,1.79
