Latitude,Longitude,PTrain_AC1
25.13,75.58,3.05
24.54,75.71,3.24
25.7,81.35,3.56
17.28,76.22,4.56
21.78,85.97,4.92
21.32,77.61,3.82
10.92,76.43,5.43
10.47,79.73,5.42
20.23,83.28,4.78
18.15,73.0,5.64
27.05,79.39,2.79
26.65,79.99,3.01
27.23,79.25,2.73
23.1,74.87,3.79
28.37,76.9,2.0
29.82,78.53,1.97
19.72,76.27,4.19
33.77,74.35,1.83
30.66,76.84,1.62
26.18,92.73,5.73
23.32,91.32,5.6
25.05,75.0,3.09
26.49,79.19,2.91
9.18,76.55,5.49
10.98,78.23,4.79
34.45,74.29,1.34
24.75,78.25,3.17
24.03,79.2,3.39
17.75,77.9,4.52
27.08,79.82,2.89
15.85,77.27,4.63
22.84,88.42,5.32
24.98,78.27,3.11
23.6,74.62,3.67
23.35,77.07,3.49
16.62,73.9,5.84
23.63,85.0,4.46
22.6,81.47,4.23
18.75,73.55,5.41
26.99,79.64,2.87
24.82,78.76,3.18
33.53,77.5,4.21
24.37,82.95,4.13
25.05,84.05,4.34
25.07,83.95,4.31
16.55,73.62,5.78
29.89,78.66,2.09
24.86,78.86,3.18
29.12,75.52,1.59
25.5,75.85,2.96
23.97,93.22,5.31
23.37,93.12,5.29
29.98,78.62,1.95
24.97,85.1,4.54
22.53,88.32,5.4
26.52,85.97,4.57
26.25,76.33,2.7
28.04,75.65,1.91
25.65,94.03,6.19
33.23,74.63,1.42
20.18,85.62,5.37
28.12,74.76,1.81
25.35,75.53,3.0
18.12,73.0,5.67
21.18,71.65,4.89
25.53,86.55,4.77
26.82,70.7,2.41
21.51,77.52,4.13
22.52,79.03,3.77
21.43,78.97,3.87
13.18,80.04,5.6
27.69,79.67,2.75
17.97,78.72,4.6
16.97,78.35,4.83
34.29,74.23,1.48
34.17,74.27,1.64
15.2,76.22,5.04
19.83,83.73,4.97
12.46,80.1,5.73
24.53,75.65,3.25
16.75,77.78,4.67
10.08,78.75,5.25
13.93,78.27,5.12
27.69,79.65,2.74
16.1,78.3,4.85
16.03,79.95,5.48
28.23,95.0,6.33
11.15,75.97,5.79
26.75,94.83,6.14
29.54,77.49,1.87
9.23,76.87,5.3
33.5,74.83,3.79
21.43,74.43,4.31
12.71,76.95,5.32
8.77,78.1,5.33
11.73,75.88,6.58
24.38,84.53,4.43
25.85,85.6,4.58
30.4,77.95,1.73
12.48,76.87,5.46
8.37,77.0,5.35
34.1,74.65,1.56
17.67,82.23,5.4
34.11,74.52,1.38
18.93,77.48,4.16
9.8,76.8,6.04
17.83,73.92,5.51
23.72,85.5,4.53
23.8,81.35,3.86
12.92,74.82,6.0
26.62,89.83,5.17
24.65,79.15,3.26
29.98,78.7,1.96
24.22,84.67,4.41
23.97,87.17,4.87
17.97,78.86,4.62
27.83,79.47,2.67
16.13,76.58,4.74
9.75,76.57,5.42
11.98,75.95,6.44
24.71,79.22,3.26
24.82,85.25,4.57
16.17,76.88,4.62
32.89,74.74,1.65
24.59,79.18,3.27
34.51,76.27,3.4
23.8,80.8,3.74
26.42,87.43,4.86
13.32,77.14,5.29
24.37,87.42,4.87
23.8,86.28,4.73
12.42,92.93,5.82
26.75,80.88,3.2
30.93,75.87,1.4
30.9,75.8,1.38
25.75,93.18,5.84
34.03,74.68,1.58
25.55,76.22,2.94
34.42,74.23,1.32
30.38,77.81,1.78
24.5,87.13,4.81
24.58,78.88,3.24
21.7,84.67,4.68
23.27,92.47,5.19
25.2,93.3,5.47
13.7,75.67,5.79
25.58,93.77,5.8
26.77,84.98,4.32
27.23,94.12,6.25
25.18,86.08,4.71
28.33,73.2,1.62
24.37,87.2,4.85
21.85,87.22,5.39
24.17,88.27,5.1
30.72,76.25,1.49
17.44,78.54,4.71
22.22,70.23,4.54
24.11,78.98,3.38
25.47,92.8,5.53
25.5,93.12,5.8
27.75,95.92,6.71
27.03,79.39,2.8
21.72,71.38,4.47
18.03,75.33,4.74
21.08,83.4,4.65
26.35,75.57,2.62
25.3,93.43,5.52
32.8,79.18,4.62
27.32,95.9,6.6
26.03,90.17,5.37
21.55,71.35,4.58
17.18,78.71,4.83
16.17,76.52,4.73
34.0,74.92,1.63
20.2,83.7,4.86
23.4,69.88,4.16
22.32,87.05,5.18
22.83,85.12,4.6
17.98,76.33,4.55
26.87,79.11,2.79
12.02,77.25,5.54
25.2,94.47,6.15
25.68,92.8,5.69
20.78,77.67,3.89
24.7,79.02,3.23
22.88,69.82,4.5
23.83,87.82,5.05
32.52,74.76,1.49
26.28,94.25,5.88
24.55,92.6,5.71
24.87,86.52,4.72
29.97,77.04,1.71
28.07,75.62,1.9
9.92,78.12,4.97
9.83,78.08,5.0
17.93,73.67,6.03
16.75,78.0,4.75
21.08,71.78,4.99
27.23,79.05,2.69
26.75,92.35,5.75
22.0,80.7,4.12
25.03,88.13,5.04
20.55,74.53,4.46
21.17,81.73,4.35
32.27,77.17,2.2
22.58,80.37,3.91
22.82,69.27,4.53
12.5,76.83,5.49
12.92,74.88,6.04
12.95,74.83,6.01
16.18,81.13,5.73
27.5,77.68,2.4
12.92,92.92,5.9
18.05,78.27,4.49
12.42,75.73,6.58
29.02,77.63,1.99
11.8,77.82,4.69
22.42,87.32,5.22
8.3,73.0,5.68
28.83,78.75,2.31
15.42,73.78,6.01
26.67,84.92,4.31
30.58,78.48,2.58
29.47,79.65,3.47
18.9,72.82,5.49
19.12,72.85,5.43
30.45,78.08,2.63
29.47,77.73,1.94
26.12,85.4,4.5
12.3,76.7,5.7
11.8,76.0,6.28
27.54,79.69,2.78
24.65,84.58,4.42
15.47,79.87,5.62
20.87,84.4,4.88
13.11,80.3,5.78
9.93,78.12,4.96
16.45,77.43,4.55
22.87,87.98,5.27
24.77,77.7,3.14
24.78,78.44,3.16
28.45,76.11,1.86
26.4,89.75,5.23
24.03,78.38,3.34
22.69,88.15,5.34
21.02,73.15,4.87
25.03,87.32,4.88
19.47,82.58,4.84
26.72,92.9,5.92
10.2,76.72,5.36
26.13,85.63,4.55
28.42,73.37,1.54
24.85,83.78,4.29
24.05,78.89,3.37
21.55,74.7,4.2
17.53,78.59,4.72
26.02,79.34,3.01
15.68,75.63,5.22
