Latitude,Longitude,PTrain_AC1
26.01,79.38,1.14
32.79,74.77,2.12
29.97,78.53,0.55
26.7,94.12,5.08
17.61,78.47,2.32
27.72,79.65,1.11
22.77,87.8,3.7
23.28,84.55,1.68
20.88,73.72,2.0
28.3,75.71,1.18
22.9,88.16,3.69
20.13,78.32,1.77
29.85,77.05,1.18
25.22,87.17,3.22
23.95,87.1,2.85
22.7,70.65,2.28
27.22,73.47,1.24
30.72,75.98,1.29
32.98,74.41,1.98
28.36,74.9,1.22
27.7,79.57,1.12
20.67,79.13,1.65
22.25,88.5,4.05
33.26,74.14,1.58
27.32,84.32,2.36
23.27,87.97,3.48
31.52,76.02,1.46
27.98,72.25,1.61
24.9,72.83,1.2
20.72,70.99,3.0
34.08,74.57,2.09
14.97,78.25,2.95
34.1,74.58,2.11
21.92,85.37,1.95
22.02,69.92,2.18
22.26,88.97,4.14
22.86,88.04,3.69
16.75,77.3,2.52
25.73,75.54,1.19
19.92,77.05,1.72
25.93,85.33,2.78
18.17,73.3,3.48
21.33,69.9,2.81
16.72,75.43,2.7
17.21,78.9,2.39
14.83,76.63,3.22
25.96,75.59,1.24
12.84,80.06,4.39
25.6,85.2,2.69
18.98,84.02,2.9
20.37,83.37,2.16
17.63,80.93,2.67
22.55,72.22,2.43
20.28,84.7,2.65
14.98,74.92,3.69
15.17,77.38,2.94
16.28,76.62,2.69
24.67,84.77,2.33
30.64,76.81,1.26
30.1,79.97,0.6
28.07,94.57,4.49
24.67,75.6,0.99
18.02,79.57,2.13
27.38,80.17,1.1
17.82,73.1,3.75
13.0,76.15,4.17
28.08,96.5,4.53
23.98,85.37,1.82
29.17,75.73,1.22
14.28,74.45,4.55
22.77,77.77,1.25
10.58,92.55,5.01
17.45,78.47,2.35
9.5,76.63,4.53
15.8,76.98,2.71
15.02,75.95,3.22
30.03,77.89,3.18
28.18,75.39,1.18
34.28,74.2,1.78
13.0,75.7,4.28
33.39,74.23,1.5
27.65,79.95,1.11
15.43,75.8,3.15
26.86,79.06,1.16
31.03,78.73,1.09
22.57,75.82,1.03
34.53,75.13,2.66
24.6,87.08,2.8
17.55,75.9,2.31
22.62,86.13,2.55
23.67,84.95,1.83
26.39,79.48,1.16
26.53,75.87,1.19
13.95,76.62,3.51
29.93,78.52,0.54
26.0,92.87,4.78
14.03,75.68,3.74
13.54,77.3,3.74
27.57,93.85,4.43
12.82,77.03,3.9
13.23,77.12,3.92
16.47,76.53,2.61
34.3,74.25,1.87
28.78,95.88,4.4
24.53,84.02,2.09
30.17,76.54,1.22
27.68,76.45,1.04
25.05,84.63,2.41
27.6,78.05,1.16
26.27,91.37,4.57
23.83,73.03,1.41
24.77,93.9,3.7
22.72,75.8,1.02
17.69,78.87,2.25
27.16,79.27,1.11
29.84,78.75,0.28
24.68,74.13,0.95
27.68,74.07,1.24
11.57,75.6,4.83
11.77,79.38,4.24
27.24,79.44,1.11
34.65,76.02,3.56
30.1,77.75,1.18
20.13,85.15,3.19
24.28,85.17,1.99
27.33,82.7,1.79
23.2,79.95,1.27
19.08,82.03,2.09
26.82,75.8,1.1
26.9,70.92,1.49
21.05,75.57,1.57
25.35,72.62,1.43
26.53,88.72,3.74
32.67,74.83,1.95
22.82,86.18,2.67
22.82,86.18,2.65
22.88,84.13,1.62
25.08,73.08,1.19
18.2,75.2,2.2
24.53,76.17,1.15
25.45,78.58,1.12
21.92,84.08,1.91
26.3,73.02,1.38
30.55,79.57,0.6
33.19,74.15,1.74
14.53,76.35,3.4
22.23,85.65,2.09
25.48,84.42,2.4
25.05,84.08,2.24
26.2,73.94,1.23
28.88,74.07,1.32
26.72,89.88,3.78
21.73,75.15,1.37
22.47,70.07,2.5
26.1,92.73,4.82
26.38,79.19,1.15
24.92,86.22,2.83
17.61,78.88,2.28
25.55,82.32,1.73
23.63,75.13,1.01
28.05,94.18,4.98
30.64,76.05,1.29
30.8,75.82,1.32
29.28,77.42,1.14
33.98,74.27,1.66
28.06,75.28,1.16
25.1,78.8,1.08
33.78,74.07,1.8
26.21,73.07,1.44
33.34,74.21,1.62
32.6,74.87,1.99
24.43,85.52,2.09
23.1,74.15,1.43
22.17,86.63,3.06
30.03,77.83,1.19
17.74,78.47,2.29
28.33,75.68,1.19
16.33,74.78,3.03
16.43,74.68,3.01
25.38,74.3,0.94
29.8,78.65,0.55
22.52,85.63,1.95
26.13,87.62,3.44
20.78,85.72,2.98
20.82,75.97,1.49
21.85,87.92,4.08
10.95,78.08,3.66
24.32,92.0,4.34
16.95,82.23,4.05
27.07,88.47,2.82
18.33,84.13,3.97
11.73,78.97,3.91
32.4,78.25,1.5
20.27,81.48,1.71
22.67,76.73,1.19
11.83,75.33,4.83
26.43,80.37,1.12
8.08,77.5,4.74
31.33,75.33,1.46
10.92,79.83,4.68
10.07,78.8,4.36
29.7,77.03,1.16
14.78,74.13,4.48
33.0,74.9,1.58
21.62,85.58,2.19
21.32,70.32,2.58
24.98,79.92,1.11
17.25,80.15,2.64
21.83,76.37,1.31
21.82,75.62,1.41
27.9,80.8,1.2
22.08,82.15,1.54
9.95,76.27,4.85
10.23,77.47,5.18
12.95,78.3,4.03
16.7,74.23,3.1
22.53,88.33,3.91
22.65,88.45,3.84
7.22,93.73,4.92
10.75,79.35,4.23
25.15,75.85,1.23
25.18,75.9,1.23
17.55,80.63,2.62
9.53,76.6,4.55
11.25,75.78,4.83
23.4,88.52,3.54
10.4,78.67,4.15
33.58,75.5,2.33
34.42,74.3,2.07
15.83,78.07,2.71
26.85,79.5,1.12
25.22,82.72,1.85
13.24,76.86,3.84
19.28,74.37,2.0
17.87,78.76,2.22
17.22,78.03,2.47
13.55,76.01,3.87
22.5,73.75,1.82
21.53,73.43,2.15
32.68,74.76,2.05
31.91,75.45,1.67
29.92,77.07,1.18
13.02,80.12,4.4
27.57,79.35,1.12
27.51,79.51,1.12
30.02,79.07,0.36
13.35,77.98,3.96
34.3,73.95,1.73
34.12,74.81,2.21
28.62,72.97,1.5
22.17,85.62,2.09
27.78,79.32,1.18
21.85,72.13,2.68
17.5,74.75,2.57
26.7,89.45,3.64
28.19,75.7,1.16
20.03,77.83,1.78
25.25,94.47,4.25
26.89,79.65,1.11
17.92,82.97,3.47
22.44,88.1,3.98
11.7,75.53,4.83
30.04,73.95,1.3
9.82,77.15,4.96
21.95,85.32,1.92
21.23,78.9,1.58
22.05,78.3,1.39
26.8,75.64,1.16
19.25,73.15,3.23
19.5,83.32,2.29
33.23,74.39,1.76
32.96,74.41,1.97
24.6,84.82,2.31
29.79,78.71,0.65
19.9,86.12,3.95
29.87,78.72,0.34
20.27,85.18,3.13
21.42,79.27,1.57
17.07,78.49,2.52
25.4,79.5,1.14
12.85,74.9,4.72
28.93,74.89,1.31
23.1,71.4,2.07
23.43,85.32,1.79
12.42,78.38,3.66
11.83,75.67,4.64
23.48,70.47,1.92
22.42,71.87,2.27
25.13,75.58,1.04
24.54,75.71,1.04
25.7,81.35,1.44
17.28,76.22,2.39
21.78,85.97,2.41
21.32,77.61,1.44
10.92,76.43,4.33
10.47,79.73,4.54
20.23,83.28,2.13
18.15,73.0,3.61
27.05,79.39,1.11
26.65,79.99,1.11
27.23,79.25,1.11
23.1,74.87,1.16
28.37,76.9,1.14
29.82,78.53,0.46
19.72,76.27,1.7
33.77,74.35,1.59
30.66,76.84,1.26
26.18,92.73,4.51
23.32,91.32,4.43
25.05,75.0,1.02
26.49,79.19,1.19
9.18,76.55,4.76
10.98,78.23,3.63
34.45,74.29,2.11
24.75,78.25,1.1
24.03,79.2,1.1
17.75,77.9,2.27
27.08,79.82,1.1
15.85,77.27,2.74
22.84,88.42,3.74
24.98,78.27,1.11
23.6,74.62,1.23
23.35,77.07,1.07
16.62,73.9,3.32
23.63,85.0,1.8
