Latitude,Longitude,PTrain_AC1
13.0,75.7,5.83
33.39,74.23,0.89
27.65,79.95,3.12
15.43,75.8,4.99
26.86,79.06,3.09
31.03,78.73,3.34
22.57,75.82,3.78
34.53,75.13,2.72
24.6,87.08,4.59
17.55,75.9,4.41
22.62,86.13,4.6
23.67,84.95,4.49
26.39,79.48,3.24
26.53,75.87,2.78
13.95,76.62,4.88
29.93,78.52,2.27
26.0,92.87,5.42
14.03,75.68,5.24
13.54,77.3,4.82
27.57,93.85,6.81
12.82,77.03,5.0
13.23,77.12,5.09
16.47,76.53,4.38
34.3,74.25,1.28
28.78,95.88,7.63
24.53,84.02,4.41
30.17,76.54,1.79
27.68,76.45,2.44
25.05,84.63,4.48
27.6,78.05,2.75
26.27,91.37,5.25
23.83,73.03,3.3
24.77,93.9,5.6
22.72,75.8,3.74
17.69,78.87,4.5
27.16,79.27,3.05
29.84,78.75,2.64
24.68,74.13,3.09
27.68,74.07,2.11
11.57,75.6,5.42
11.77,79.38,4.91
27.24,79.44,3.07
34.65,76.02,3.54
30.1,77.75,2.14
20.13,85.15,4.97
24.28,85.17,4.5
27.33,82.7,4.04
23.2,79.95,3.89
19.08,82.03,4.65
26.82,75.8,2.66
26.9,70.92,2.11
21.05,75.57,3.96
25.35,72.62,2.83
26.53,88.72,5.02
32.67,74.83,1.24
22.82,86.18,4.6
22.82,86.18,4.6
22.88,84.13,4.66
25.08,73.08,2.9
18.2,75.2,4.56
24.53,76.17,3.34
25.45,78.58,3.31
21.92,84.08,4.42
26.3,73.02,2.54
30.55,79.57,2.95
33.19,74.15,0.8
14.53,76.35,4.98
22.23,85.65,4.56
25.48,84.42,4.47
25.05,84.08,4.42
26.2,73.94,2.66
28.88,74.07,1.63
26.72,89.88,5.15
21.73,75.15,3.9
22.47,70.07,3.85
26.1,92.73,5.42
26.38,79.19,3.19
24.92,86.22,4.57
17.61,78.88,4.51
25.55,82.32,4.12
23.63,75.13,3.46
28.05,94.18,6.42
30.64,76.05,1.58
30.8,75.82,1.5
29.28,77.42,2.19
33.98,74.27,1.94
28.06,75.28,2.14
25.1,78.8,3.4
33.78,74.07,0.78
26.21,73.07,2.6
33.34,74.21,0.83
32.6,74.87,1.29
24.43,85.52,4.52
23.1,74.15,3.58
22.17,86.63,4.83
30.03,77.83,2.18
17.74,78.47,4.55
28.33,75.68,2.11
16.33,74.78,5.13
16.43,74.68,5.11
25.38,74.3,2.92
29.8,78.65,2.33
22.52,85.63,4.54
26.13,87.62,4.83
20.78,85.72,4.81
20.82,75.97,3.97
21.85,87.92,5.32
10.95,78.08,4.19
24.32,92.0,5.12
16.95,82.23,5.4
27.07,88.47,5.47
18.33,84.13,5.39
11.73,78.97,4.64
32.4,78.25,3.09
20.27,81.48,4.38
22.67,76.73,3.72
11.83,75.33,5.47
26.43,80.37,3.39
8.08,77.5,4.8
31.33,75.33,1.32
10.92,79.83,5.12
10.07,78.8,4.75
29.7,77.03,2.0
14.78,74.13,5.64
33.0,74.9,1.15
21.62,85.58,4.63
21.32,70.32,4.22
24.98,79.92,3.52
17.25,80.15,4.54
21.83,76.37,3.83
21.82,75.62,3.85
27.9,80.8,3.35
22.08,82.15,4.38
9.95,76.27,5.16
10.23,77.47,7.17
12.95,78.3,5.23
16.7,74.23,5.22
22.53,88.33,5.15
22.65,88.45,5.1
7.22,93.73,4.99
10.75,79.35,4.72
25.15,75.85,3.18
25.18,75.9,3.18
17.55,80.63,4.56
9.53,76.6,4.84
11.25,75.78,5.36
23.4,88.52,4.87
10.4,78.67,4.61
33.58,75.5,1.66
34.42,74.3,1.23
15.83,78.07,4.41
26.85,79.5,3.15
25.22,82.72,4.23
13.24,76.86,5.04
19.28,74.37,4.64
17.87,78.76,4.51
17.22,78.03,4.61
13.55,76.01,5.34
22.5,73.75,3.83
21.53,73.43,4.17
32.68,74.76,1.29
31.91,75.45,1.38
29.92,77.07,1.97
13.02,80.12,5.23
27.57,79.35,3.0
27.51,79.51,3.04
30.02,79.07,2.68
13.35,77.98,5.16
34.3,73.95,1.6
34.12,74.81,1.53
28.62,72.97,1.62
22.17,85.62,4.56
27.78,79.32,2.99
21.85,72.13,4.22
17.5,74.75,4.96
26.7,89.45,5.11
28.19,75.7,2.16
20.03,77.83,3.95
25.25,94.47,6.37
26.89,79.65,3.17
17.92,82.97,5.11
22.44,88.1,5.2
11.7,75.53,5.44
30.04,73.95,1.17
9.82,77.15,5.77
21.95,85.32,4.59
21.23,78.9,3.92
22.05,78.3,4.13
26.8,75.64,2.66
19.25,73.15,4.96
19.5,83.32,4.65
33.23,74.39,0.9
32.96,74.41,1.04
24.6,84.82,4.47
29.79,78.71,2.35
19.9,86.12,5.36
29.87,78.72,2.48
20.27,85.18,4.92
21.42,79.27,4.11
17.07,78.49,4.71
25.4,79.5,3.4
12.85,74.9,5.55
28.93,74.89,1.79
23.1,71.4,3.58
23.43,85.32,4.53
12.42,78.38,4.59
11.83,75.67,5.35
23.48,70.47,3.34
22.42,71.87,3.89
25.13,75.58,3.14
24.54,75.71,3.3
25.7,81.35,3.84
17.28,76.22,4.38
21.78,85.97,4.68
21.32,77.61,3.9
10.92,76.43,4.88
10.47,79.73,4.94
20.23,83.28,4.49
18.15,73.0,5.27
27.05,79.39,3.09
26.65,79.99,3.27
