Latitude,Longitude,PTrain_AP1
22.22,78.43,972.74
25.68,94.3,932.66
24.47,86.25,994.58
29.98,77.1,1003.04
24.79,79.08,999.94
24.52,84.95,1006.29
20.68,86.85,1013.09
28.75,73.99,1004.84
25.07,75.5,989.07
26.22,87.02,1011.61
28.67,96.15,924.15
11.4,79.7,1012.79
17.6,78.75,984.9
21.52,73.65,1000.39
16.45,74.33,982.14
25.17,82.53,1013.35
15.58,79.88,1010.04
26.63,94.92,983.89
19.07,79.07,1005.96
22.12,77.5,984.6
24.05,86.15,996.1
23.18,76.97,987.85
27.93,79.28,1008.59
17.56,78.22,985.11
10.97,77.28,993.43
17.29,78.03,977.31
27.12,79.41,1009.13
10.7,76.75,1005.31
17.23,79.13,995.83
23.67,76.23,991.26
24.45,85.17,1004.21
18.72,72.9,1009.21
12.5,76.3,968.3
26.5,75.67,998.96
21.1,85.33,1004.41
21.7,79.68,994.92
22.12,76.9,999.64
30.69,76.09,1003.25
26.72,94.23,1008.06
25.27,87.22,1012.61
13.63,74.7,1012.19
20.5,85.83,1011.1
19.97,72.72,1012.46
32.53,75.97,911.41
24.05,84.07,1002.69
23.83,79.45,995.98
26.17,85.9,1012.02
27.05,88.27,897.97
25.67,78.47,1004.24
24.2,72.2,1004.82
30.32,78.03,977.17
24.92,84.18,1009.41
16.38,73.35,1010.57
23.78,86.43,999.84
22.6,75.3,981.27
12.13,78.03,989.11
32.27,76.38,950.62
26.67,77.83,1007.1
26.02,89.98,1011.67
26.15,89.92,1011.22
22.18,88.2,1013.26
27.48,95.02,1009.34
21.83,87.78,1013.15
20.72,70.92,1012.02
22.83,74.27,995.05
17.72,83.3,1004.8
24.27,87.25,1005.54
23.83,73.67,997.16
21.18,81.28,998.88
23.48,87.32,1009.69
22.37,69.08,1012.51
26.12,92.87,1010.78
29.9,78.55,954.88
32.86,74.9,994.53
17.91,78.01,986.04
24.48,71.73,1008.14
30.27,80.52,797.8
32.58,74.93,1000.53
26.91,79.6,1010.0
26.1,90.78,1011.62
24.93,92.77,1012.73
24.03,84.07,1003.1
20.42,72.85,1012.55
26.31,79.3,1009.91
30.22,74.17,1006.98
34.17,74.9,935.86
32.65,74.9,999.19
24.73,79.21,1000.1
26.63,92.8,1011.66
34.33,74.38,939.18
24.02,85.55,984.09
28.45,72.5,1007.43
25.33,88.32,1011.72
30.75,76.15,1002.94
27.9,96.3,1001.75
28.02,96.23,966.68
25.75,75.38,995.9
18.25,77.1,980.45
25.74,79.16,1008.88
23.13,78.68,997.76
27.98,79.42,1008.82
26.17,85.0,1012.4
29.73,78.47,997.06
23.43,73.75,1005.56
20.03,75.03,984.29
