Latitude,Longitude,PTrain_DT2
26.3,87.27,19.66
22.37,88.78,22.33
16.28,78.68,29.14
30.72,76.77,17.77
26.35,79.23,21.06
25.77,75.63,23.6
24.18,92.02,21.44
11.18,75.85,28.97
17.84,78.12,29.9
15.42,75.63,30.62
27.33,88.62,12.99
16.53,80.8,27.46
24.75,84.95,22.03
25.4,83.55,21.37
22.77,83.97,23.61
27.13,81.97,19.35
21.47,80.2,26.66
19.27,84.88,24.56
26.75,83.37,19.56
17.35,76.85,30.94
34.05,74.4,9.49
24.65,77.32,24.13
28.42,77.0,19.58
26.1,91.58,19.5
26.23,78.25,21.73
15.42,75.62,30.6
27.23,79.28,20.01
33.89,74.29,12.33
24.05,76.45,25.52
25.58,76.3,23.63
15.73,75.98,30.79
16.27,76.83,31.21
23.52,74.0,26.32
20.1,84.57,25.33
9.92,77.53,29.85
34.16,74.57,13.44
30.65,78.85,13.38
27.85,78.47,19.67
14.55,78.73,29.79
29.9,78.68,16.79
26.01,79.38,21.39
32.79,74.77,17.02
29.97,78.53,17.23
26.7,94.12,18.35
17.61,78.47,29.46
27.72,79.65,19.34
22.77,87.8,22.42
23.28,84.55,22.78
20.88,73.72,28.2
28.3,75.71,20.14
22.9,88.16,22.37
20.13,78.32,28.69
29.85,77.05,18.3
25.22,87.17,21.13
23.95,87.1,22.28
22.7,70.65,26.36
27.22,73.47,22.4
30.72,75.98,17.99
32.98,74.41,17.0
28.36,74.9,20.36
27.7,79.57,19.39
20.67,79.13,27.91
22.25,88.5,22.35
33.26,74.14,15.85
27.32,84.32,18.7
23.27,87.97,22.39
31.52,76.02,17.47
27.98,72.25,21.8
24.9,72.83,25.74
20.72,70.99,27.29
34.08,74.57,13.03
14.97,78.25,30.33
34.1,74.58,13.13
21.92,85.37,23.55
22.02,69.92,27.79
22.26,88.97,22.28
22.86,88.04,22.37
16.75,77.3,30.92
25.73,75.54,23.69
19.92,77.05,29.31
25.93,85.33,20.45
18.17,73.3,28.64
21.33,69.9,27.25
16.72,75.43,30.89
17.21,78.9,29.61
14.83,76.63,30.78
25.96,75.59,23.36
12.84,80.06,27.79
25.6,85.2,20.92
18.98,84.02,25.4
20.37,83.37,26.34
17.63,80.93,28.28
22.55,72.22,25.74
20.28,84.7,25.2
14.98,74.92,30.24
15.17,77.38,31.02
16.28,76.62,31.21
24.67,84.77,22.17
30.64,76.81,17.82
30.1,79.97,13.94
28.07,94.57,15.33
24.67,75.6,24.95
18.02,79.57,29.31
27.38,80.17,19.45
17.82,73.1,28.43
13.0,76.15,29.37
28.08,96.5,14.62
23.98,85.37,21.83
29.17,75.73,19.24
14.28,74.45,29.05
22.77,77.77,26.47
10.58,92.55,26.62
17.45,78.47,29.58
9.5,76.63,29.34
15.8,76.98,31.42
15.02,75.95,30.85
30.03,77.89,16.36
28.18,75.39,20.39
34.28,74.2,11.41
13.0,75.7,29.28
33.39,74.23,14.92
27.65,79.95,19.28
15.43,75.8,30.71
26.86,79.06,20.53
31.03,78.73,11.03
22.57,75.82,27.09
34.53,75.13,6.46
24.6,87.08,21.68
17.55,75.9,31.11
22.62,86.13,23.47
23.67,84.95,22.66
26.39,79.48,20.87
26.53,75.87,22.39
13.95,76.62,30.59
29.93,78.52,17.25
26.0,92.87,19.52
14.03,75.68,30.36
13.54,77.3,30.25
27.57,93.85,13.55
12.82,77.03,30.01
13.23,77.12,29.84
16.47,76.53,31.28
34.3,74.25,12.53
28.78,95.88,14.59
24.53,84.02,22.45
30.17,76.54,18.21
27.68,76.45,20.57
25.05,84.63,21.72
27.6,78.05,20.11
26.27,91.37,19.33
23.83,73.03,26.33
24.77,93.9,18.78
22.72,75.8,26.97
17.69,78.87,29.41
27.16,79.27,20.09
29.84,78.75,15.98
24.68,74.13,25.39
27.68,74.07,21.52
11.57,75.6,28.95
11.77,79.38,28.45
27.24,79.44,19.93
34.65,76.02,2.4
30.1,77.75,17.93
20.13,85.15,24.86
24.28,85.17,22.1
27.33,82.7,18.99
23.2,79.95,24.39
19.08,82.03,26.87
26.82,75.8,21.95
26.9,70.92,23.79
21.05,75.57,29.1
25.35,72.62,25.31
26.53,88.72,19.13
32.67,74.83,17.01
22.82,86.18,23.43
22.82,86.18,23.42
22.88,84.13,22.76
25.08,73.08,25.46
18.2,75.2,30.69
24.53,76.17,25.08
25.45,78.58,22.56
21.92,84.08,25.15
26.3,73.02,23.93
30.55,79.57,14.84
33.19,74.15,16.44
14.53,76.35,30.57
22.23,85.65,23.53
25.48,84.42,21.15
25.05,84.08,21.79
26.2,73.94,23.68
28.88,74.07,20.07
26.72,89.88,18.5
21.73,75.15,28.31
22.47,70.07,26.2
26.1,92.73,19.43
26.38,79.19,21.05
24.92,86.22,21.63
17.61,78.88,29.42
25.55,82.32,21.27
23.63,75.13,26.28
28.05,94.18,16.47
30.64,76.05,18.03
30.8,75.82,17.99
29.28,77.42,18.65
33.98,74.27,9.5
28.06,75.28,20.57
25.1,78.8,22.85
33.78,74.07,15.53
26.21,73.07,24.04
33.34,74.21,15.64
32.6,74.87,17.12
24.43,85.52,21.89
23.1,74.15,26.66
