Latitude,Longitude,PTrain_DT2
14.53,76.35,36.5
22.23,85.65,35.04
25.48,84.42,36.17
25.05,84.08,36.67
26.2,73.94,38.23
28.88,74.07,36.47
26.72,89.88,31.85
21.73,75.15,38.33
22.47,70.07,31.07
26.1,92.73,31.08
26.38,79.19,37.49
24.92,86.22,35.66
17.61,78.88,38.53
25.55,82.32,36.96
23.63,75.13,38.33
28.05,94.18,26.6
30.64,76.05,34.15
30.8,75.82,34.04
29.28,77.42,35.23
33.98,74.27,20.44
28.06,75.28,36.65
25.1,78.8,38.19
33.78,74.07,28.61
26.21,73.07,38.43
33.34,74.21,29.08
32.6,74.87,31.73
24.43,85.52,35.97
23.1,74.15,36.81
22.17,86.63,32.96
30.03,77.83,34.19
17.74,78.47,38.66
28.33,75.68,36.45
16.33,74.78,35.55
16.43,74.68,35.57
25.38,74.3,38.15
29.8,78.65,32.11
22.52,85.63,35.16
26.13,87.62,34.04
20.78,85.72,34.13
20.82,75.97,39.5
21.85,87.92,29.59
10.95,78.08,35.74
24.32,92.0,31.89
16.95,82.23,30.81
27.07,88.47,27.83
18.33,84.13,30.45
11.73,78.97,34.2
32.4,78.25,21.47
20.27,81.48,38.89
22.67,76.73,39.43
11.83,75.33,30.45
26.43,80.37,37.1
8.08,77.5,30.13
31.33,75.33,33.54
10.92,79.83,30.84
10.07,78.8,32.22
29.7,77.03,34.89
14.78,74.13,30.42
33.0,74.9,28.9
21.62,85.58,34.67
21.32,70.32,32.07
24.98,79.92,38.17
17.25,80.15,36.96
21.83,76.37,39.57
21.82,75.62,39.0
27.9,80.8,35.5
22.08,82.15,38.5
9.95,76.27,30.42
10.23,77.47,24.5
12.95,78.3,34.87
16.7,74.23,34.41
22.53,88.33,30.76
22.65,88.45,31.25
7.22,93.73,28.9
10.75,79.35,32.72
25.15,75.85,38.66
25.18,75.9,38.65
17.55,80.63,36.8
9.53,76.6,31.62
11.25,75.78,30.54
23.4,88.52,33.16
10.4,78.67,33.24
33.58,75.5,28.33
34.42,74.3,25.45
15.83,78.07,38.22
26.85,79.5,37.03
25.22,82.72,37.07
13.24,76.86,35.87
19.28,74.37,36.24
17.87,78.76,38.73
17.22,78.03,38.48
13.55,76.01,34.57
22.5,73.75,34.96
21.53,73.43,33.68
32.68,74.76,31.65
31.91,75.45,32.63
29.92,77.07,34.63
13.02,80.12,31.56
27.57,79.35,36.43
27.51,79.51,36.44
30.02,79.07,28.55
13.35,77.98,35.63
34.3,73.95,21.68
34.12,74.81,25.86
28.62,72.97,36.9
22.17,85.62,35.05
27.78,79.32,36.2
21.85,72.13,31.09
17.5,74.75,36.29
26.7,89.45,32.1
28.19,75.7,36.5
20.03,77.83,39.94
25.25,94.47,25.58
26.89,79.65,36.95
17.92,82.97,32.6
22.44,88.1,30.24
11.7,75.53,30.47
30.04,73.95,35.51
9.82,77.15,30.08
21.95,85.32,35.13
21.23,78.9,39.66
22.05,78.3,38.09
26.8,75.64,37.52
19.25,73.15,31.46
19.5,83.32,36.01
33.23,74.39,29.99
32.96,74.41,31.36
24.6,84.82,36.62
29.79,78.71,32.68
19.9,86.12,30.18
29.87,78.72,29.77
20.27,85.18,33.26
21.42,79.27,39.04
17.07,78.49,37.88
25.4,79.5,38.09
12.85,74.9,30.61
28.93,74.89,36.27
23.1,71.4,34.61
23.43,85.32,35.67
12.42,78.38,35.9
11.83,75.67,31.32
23.48,70.47,33.42
22.42,71.87,32.97
25.13,75.58,38.4
24.54,75.71,38.63
25.7,81.35,37.27
17.28,76.22,39.11
21.78,85.97,33.94
21.32,77.61,39.76
10.92,76.43,32.74
10.47,79.73,31.37
20.23,83.28,37.1
18.15,73.0,30.63
27.05,79.39,36.88
26.65,79.99,37.05
27.23,79.25,36.76
23.1,74.87,37.96
28.37,76.9,36.2
29.82,78.53,31.55
19.72,76.27,39.5
33.77,74.35,23.24
30.66,76.84,33.77
26.18,92.73,30.84
23.32,91.32,30.12
25.05,75.0,38.4
26.49,79.19,37.44
9.18,76.55,30.6
10.98,78.23,35.67
34.45,74.29,25.63
24.75,78.25,38.45
24.03,79.2,38.43
17.75,77.9,39.21
27.08,79.82,36.72
15.85,77.27,38.95
22.84,88.42,31.78
24.98,78.27,38.36
23.6,74.62,38.0
23.35,77.07,38.99
16.62,73.9,33.04
23.63,85.0,36.14
22.6,81.47,36.91
18.75,73.55,33.64
26.99,79.64,36.86
24.82,78.76,38.33
33.53,77.5,11.64
24.37,82.95,37.42
25.05,84.05,36.68
25.07,83.95,36.71
16.55,73.62,31.53
29.89,78.66,30.59
24.86,78.86,38.26
29.12,75.52,35.93
25.5,75.85,38.56
23.97,93.22,30.08
23.37,93.12,27.33
29.98,78.62,31.94
24.97,85.1,36.27
22.53,88.32,30.73
26.52,85.97,34.44
26.25,76.33,38.02
28.04,75.65,36.47
25.65,94.03,22.31
33.23,74.63,25.96
20.18,85.62,32.22
28.12,74.76,36.74
25.35,75.53,38.6
18.12,73.0,30.91
21.18,71.65,31.59
25.53,86.55,35.12
26.82,70.7,37.96
21.51,77.52,37.28
22.52,79.03,38.15
21.43,78.97,39.62
13.18,80.04,32.15
27.69,79.67,36.2
17.97,78.72,38.9
16.97,78.35,38.12
34.29,74.23,24.18
34.17,74.27,23.36
15.2,76.22,37.44
19.83,83.73,35.55
12.46,80.1,30.89
24.53,75.65,38.64
16.75,77.78,38.83
10.08,78.75,32.47
13.93,78.27,36.69
27.69,79.65,36.21
16.1,78.3,37.97
16.03,79.95,33.25
28.23,95.0,25.74
11.15,75.97,30.98
26.75,94.83,27.09
29.54,77.49,34.92
9.23,76.87,31.74
33.5,74.83,14.95
21.43,74.43,36.79
12.71,76.95,35.64
8.77,78.1,30.53
11.73,75.88,29.92
24.38,84.53,36.83
25.85,85.6,35.32
30.4,77.95,32.67
12.48,76.87,35.01
8.37,77.0,30.26
34.1,74.65,26.0
17.67,82.23,33.41
34.11,74.52,25.53
18.93,77.48,39.85
9.8,76.8,30.58
17.83,73.92,34.22
23.72,85.5,36.06
23.8,81.35,37.83
12.92,74.82,30.44
26.62,89.83,32.11
24.65,79.15,38.38
29.98,78.7,32.58
24.22,84.67,36.6
23.97,87.17,34.79
17.97,78.86,38.84
27.83,79.47,36.13
16.13,76.58,38.58
9.75,76.57,31.7
11.98,75.95,30.74
24.71,79.22,38.32
24.82,85.25,36.29
16.17,76.88,38.97
32.89,74.74,31.26
24.59,79.18,38.4
34.51,76.27,14.94
23.8,80.8,38.12
26.42,87.43,33.82
13.32,77.14,35.94
24.37,87.42,34.84
23.8,86.28,35.66
12.42,92.93,29.48
26.75,80.88,36.59
30.93,75.87,33.85
30.9,75.8,33.91
25.75,93.18,31.09
34.03,74.68,25.6
25.55,76.22,38.5
34.42,74.23,25.53
30.38,77.81,33.4
24.5,87.13,35.08
24.58,78.88,38.38
21.7,84.67,36.89
23.27,92.47,29.93
25.2,93.3,29.74
13.7,75.67,34.07
25.58,93.77,25.0
26.77,84.98,34.61
27.23,94.12,28.32
25.18,86.08,35.61
28.33,73.2,37.08
24.37,87.2,35.0
21.85,87.22,30.94
24.17,88.27,34.21
30.72,76.25,33.97
17.44,78.54,38.58
22.22,70.23,32.55
24.11,78.98,37.79
25.47,92.8,31.15
25.5,93.12,31.38
27.75,95.92,25.93
27.03,79.39,36.89
21.72,71.38,34.42
18.03,75.33,38.13
21.08,83.4,37.82
26.35,75.57,37.98
25.3,93.43,27.46
32.8,79.18,10.11
27.32,95.9,26.22
26.03,90.17,32.72
21.55,71.35,33.77
17.18,78.71,38.04
16.17,76.52,38.62
34.0,74.92,25.87
20.2,83.7,35.47
23.4,69.88,33.04
22.32,87.05,32.74
22.83,85.12,36.34
17.98,76.33,38.86
26.87,79.11,37.12
12.02,77.25,34.41
25.2,94.47,23.54
25.68,92.8,31.33
20.78,77.67,39.92
24.7,79.02,38.28
22.88,69.82,30.95
23.83,87.82,34.05
32.52,74.76,31.92
26.28,94.25,27.25
24.55,92.6,31.99
24.87,86.52,35.46
29.97,77.04,34.58
28.07,75.62,36.52
9.92,78.12,34.0
9.83,78.08,33.74
17.93,73.67,31.72
16.75,78.0,38.5
21.08,71.78,30.78
27.23,79.05,36.81
26.75,92.35,30.45
22.0,80.7,38.35
25.03,88.13,34.52
20.55,74.53,37.24
21.17,81.73,39.11
32.27,77.17,25.08
22.58,80.37,38.65
22.82,69.27,30.71
12.5,76.83,34.92
12.92,74.88,30.78
12.95,74.83,30.57
16.18,81.13,31.1
27.5,77.68,36.9
12.92,92.92,29.44
18.05,78.27,39.29
12.42,75.73,30.5
29.02,77.63,35.45
11.8,77.82,36.99
22.42,87.32,32.29
8.3,73.0,29.78
28.83,78.75,35.31
15.42,73.78,30.45
26.67,84.92,34.75
30.58,78.48,26.44
29.47,79.65,25.39
18.9,72.82,30.52
19.12,72.85,30.69
30.45,78.08,26.16
29.47,77.73,34.92
26.12,85.4,35.13
12.3,76.7,34.03
11.8,76.0,31.19
27.54,79.69,36.34
24.65,84.58,36.65
15.47,79.87,32.22
20.87,84.4,36.22
13.11,80.3,30.82
9.93,78.12,34.03
16.45,77.43,39.25
22.87,87.98,31.8
24.77,77.7,38.1
24.78,78.44,38.22
28.45,76.11,36.31
26.4,89.75,32.54
24.03,78.38,38.53
22.69,88.15,31.17
21.02,73.15,32.22
25.03,87.32,34.95
19.47,82.58,36.56
26.72,92.9,30.12
10.2,76.72,32.58
26.13,85.63,35.02
28.42,73.37,36.97
24.85,83.78,36.93
24.05,78.89,38.32
21.55,74.7,37.54
17.53,78.59,38.48
26.02,79.34,37.71
15.68,75.63,36.73
27.87,79.44,36.1
12.75,79.67,33.37
13.04,80.23,31.05
16.53,75.58,37.67
19.62,74.57,37.21
27.57,79.74,36.29
30.77,79.48,18.73
17.93,78.8,38.68
25.65,75.59,38.43
17.55,73.98,33.55
19.32,74.33,36.25
23.1,80.23,38.5
26.43,92.03,31.16
17.52,75.47,38.25
18.23,73.28,31.48
20.83,78.25,39.98
22.83,85.03,36.31
30.71,76.84,33.66
22.07,88.05,29.6
17.25,78.59,38.25
9.48,76.75,32.13
