Latitude,Longitude,PTrain_DT2
24.75,78.25,29.93
24.03,79.2,29.02
17.75,77.9,29.51
27.08,79.82,31.27
15.85,77.27,30.62
22.84,88.42,29.62
24.98,78.27,30.14
23.6,74.62,30.09
23.35,77.07,29.19
16.62,73.9,25.38
23.63,85.0,28.3
22.6,81.47,27.26
18.75,73.55,25.21
26.99,79.64,31.34
24.82,78.76,29.83
33.53,77.5,19.21
24.37,82.95,29.58
25.05,84.05,30.46
25.07,83.95,30.45
16.55,73.62,27.44
29.89,78.66,27.46
24.86,78.86,29.77
29.12,75.52,34.52
25.5,75.85,31.69
23.97,93.22,25.48
23.37,93.12,23.75
29.98,78.62,28.96
24.97,85.1,30.37
22.53,88.32,29.48
26.52,85.97,31.19
26.25,76.33,32.03
28.04,75.65,33.03
25.65,94.03,22.99
33.23,74.63,27.48
20.18,85.62,29.31
28.12,74.76,33.79
25.35,75.53,31.53
18.12,73.0,26.78
21.18,71.65,28.16
25.53,86.55,30.67
26.82,70.7,34.29
21.51,77.52,26.78
22.52,79.03,27.78
21.43,78.97,29.03
13.18,80.04,30.23
27.69,79.67,31.61
17.97,78.72,29.32
16.97,78.35,29.11
34.29,74.23,27.68
34.17,74.27,26.95
15.2,76.22,29.41
19.83,83.73,28.96
12.46,80.1,29.85
24.53,75.65,30.31
16.75,77.78,29.87
10.08,78.75,30.24
13.93,78.27,29.75
27.69,79.65,31.62
16.1,78.3,30.29
16.03,79.95,29.97
28.23,95.0,29.37
11.15,75.97,28.71
26.75,94.83,27.1
29.54,77.49,33.19
9.23,76.87,29.44
33.5,74.83,20.54
21.43,74.43,29.6
12.71,76.95,28.95
8.77,78.1,29.24
11.73,75.88,23.02
24.38,84.53,29.76
25.85,85.6,30.92
30.4,77.95,30.6
12.48,76.87,28.33
8.37,77.0,28.76
34.1,74.65,28.52
17.67,82.23,28.7
34.11,74.52,28.42
18.93,77.48,29.53
9.8,76.8,24.91
17.83,73.92,25.46
23.72,85.5,28.7
23.8,81.35,28.71
12.92,74.82,28.3
26.62,89.83,29.8
24.65,79.15,29.68
29.98,78.7,29.73
24.22,84.67,29.17
23.97,87.17,29.73
17.97,78.86,29.32
27.83,79.47,31.79
16.13,76.58,29.73
9.75,76.57,29.39
11.98,75.95,23.72
24.71,79.22,29.72
24.82,85.25,30.24
16.17,76.88,30.23
32.89,74.74,33.07
24.59,79.18,29.64
34.51,76.27,23.02
23.8,80.8,28.86
26.42,87.43,30.84
13.32,77.14,28.83
24.37,87.42,29.74
23.8,86.28,29.53
12.42,92.93,28.59
26.75,80.88,30.99
30.93,75.87,34.09
30.9,75.8,34.15
25.75,93.18,28.53
34.03,74.68,28.13
25.55,76.22,31.62
34.42,74.23,28.88
30.38,77.81,31.82
24.5,87.13,29.74
24.58,78.88,29.58
21.7,84.67,28.74
23.27,92.47,25.58
25.2,93.3,26.13
13.7,75.67,26.93
25.58,93.77,24.07
26.77,84.98,31.44
27.23,94.12,29.41
25.18,86.08,30.57
28.33,73.2,35.27
24.37,87.2,29.82
21.85,87.22,29.46
24.17,88.27,30.03
30.72,76.25,33.89
