Latitude,Longitude,PTrain_RH2
26.12,92.87,84.24
29.9,78.55,75.54
32.86,74.9,67.68
17.91,78.01,64.55
24.48,71.73,64.92
30.27,80.52,91.23
32.58,74.93,65.72
26.91,79.6,72.11
26.1,90.78,81.59
24.93,92.77,86.25
24.03,84.07,78.63
20.42,72.85,82.13
26.31,79.3,72.05
30.22,74.17,52.97
34.17,74.9,68.14
32.65,74.9,66.16
24.73,79.21,74.93
26.63,92.8,82.37
34.33,74.38,66.67
24.02,85.55,81.84
28.45,72.5,49.72
25.33,88.32,80.24
30.75,76.15,60.96
27.9,96.3,78.19
28.02,96.23,77.94
25.75,75.38,66.67
18.25,77.1,64.03
25.74,79.16,72.69
23.13,78.68,74.75
27.98,79.42,70.6
26.17,85.0,75.37
29.73,78.47,68.82
23.43,73.75,70.37
20.03,75.03,72.79
33.13,75.98,73.75
29.86,78.64,77.66
26.92,71.37,55.24
30.66,76.83,63.65
24.6,92.83,86.82
33.27,74.55,67.03
17.65,77.47,63.07
30.58,76.82,63.33
25.98,87.13,77.7
24.42,85.98,80.84
28.93,76.17,59.0
33.53,74.22,68.47
29.93,78.74,73.6
24.37,92.17,85.82
26.7,77.9,67.8
29.91,78.7,74.62
25.6,75.61,66.73
21.48,85.82,83.61
33.58,74.09,66.24
26.47,92.47,82.68
19.3,75.67,69.9
22.98,71.47,71.87
22.57,70.42,76.43
23.57,76.78,72.75
32.74,74.81,66.34
24.15,78.23,74.1
28.39,75.63,59.35
28.35,75.64,59.47
16.22,73.83,82.49
27.13,94.77,81.48
26.17,93.57,87.89
17.94,78.68,66.42
20.17,84.85,80.17
27.1,79.95,73.02
26.35,89.9,80.21
27.27,93.07,84.29
32.56,74.92,65.58
24.53,84.92,78.53
12.17,76.6,71.33
15.68,74.97,76.09
34.27,74.47,66.95
34.45,74.41,66.72
34.39,73.79,64.51
21.07,83.2,76.28
18.02,78.9,66.85
34.37,73.98,78.52
23.75,86.17,80.6
16.05,73.92,83.14
23.42,91.67,86.13
29.08,74.68,54.48
28.87,75.45,57.03
25.32,86.02,77.83
25.55,84.15,76.15
23.98,86.02,80.67
22.97,74.12,72.78
24.76,79.05,74.63
23.13,84.85,81.28
20.0,76.3,69.61
27.5,95.75,79.86
16.73,76.92,59.67
21.7,74.03,78.75
26.28,79.29,72.05
25.93,90.77,82.18
27.79,79.31,70.22
29.28,78.12,65.83
25.97,85.12,75.88
28.19,74.69,58.03
26.13,89.47,79.96
10.03,76.3,79.45
11.22,76.15,76.14
13.07,80.26,77.29
17.58,78.54,66.32
13.25,80.33,77.49
13.13,80.25,76.86
8.18,77.63,77.21
26.75,82.08,73.22
25.93,80.83,74.83
30.92,74.67,56.13
26.3,87.27,77.28
22.37,88.78,82.74
16.28,78.68,69.09
30.72,76.77,63.74
26.35,79.23,71.8
25.77,75.63,66.73
24.18,92.02,85.71
11.18,75.85,81.23
17.84,78.12,64.77
15.42,75.63,70.32
27.33,88.62,89.83
16.53,80.8,75.0
24.75,84.95,78.28
25.4,83.55,76.02
22.77,83.97,79.94
27.13,81.97,72.75
21.47,80.2,74.14
19.27,84.88,81.13
26.75,83.37,73.19
17.35,76.85,61.35
34.05,74.4,74.36
24.65,77.32,72.92
28.42,77.0,62.43
26.1,91.58,82.73
26.23,78.25,69.92
15.42,75.62,70.48
27.23,79.28,70.73
33.89,74.29,70.83
24.05,76.45,71.61
25.58,76.3,67.45
15.73,75.98,65.99
16.27,76.83,59.4
23.52,74.0,70.01
20.1,84.57,78.79
9.92,77.53,61.99
34.16,74.57,67.37
30.65,78.85,88.96
27.85,78.47,67.4
14.55,78.73,64.68
29.9,78.68,78.39
26.01,79.38,72.78
32.79,74.77,66.54
29.97,78.53,75.0
26.7,94.12,83.34
17.61,78.47,66.01
27.72,79.65,71.6
22.77,87.8,81.02
23.28,84.55,81.07
20.88,73.72,78.42
28.3,75.71,59.82
22.9,88.16,81.39
20.13,78.32,69.76
29.85,77.05,62.47
25.22,87.17,78.97
23.95,87.1,80.79
22.7,70.65,75.32
27.22,73.47,58.94
30.72,75.98,60.25
32.98,74.41,62.93
28.36,74.9,57.7
27.7,79.57,71.27
20.67,79.13,71.67
22.25,88.5,82.56
33.26,74.14,66.04
27.32,84.32,72.41
23.27,87.97,80.96
31.52,76.02,63.9
27.98,72.25,51.2
24.9,72.83,65.7
20.72,70.99,82.91
34.08,74.57,68.1
14.97,78.25,62.52
34.1,74.58,68.03
21.92,85.37,82.27
22.02,69.92,78.32
22.26,88.97,83.13
22.86,88.04,81.33
16.75,77.3,60.44
25.73,75.54,66.8
19.92,77.05,68.81
25.93,85.33,76.11
18.17,73.3,83.77
21.33,69.9,82.06
16.72,75.43,68.47
17.21,78.9,67.2
14.83,76.63,61.37
25.96,75.59,66.01
12.84,80.06,75.23
25.6,85.2,76.73
18.98,84.02,81.91
20.37,83.37,76.09
17.63,80.93,70.75
22.55,72.22,75.23
20.28,84.7,79.82
14.98,74.92,80.11
15.17,77.38,57.45
16.28,76.62,60.41
24.67,84.77,78.2
30.64,76.81,63.47
30.1,79.97,87.45
28.07,94.57,79.75
24.67,75.6,70.37
18.02,79.57,67.69
27.38,80.17,73.78
17.82,73.1,86.09
13.0,76.15,73.63
28.08,96.5,77.8
23.98,85.37,82.0
29.17,75.73,57.65
14.28,74.45,85.14
22.77,77.77,73.19
10.58,92.55,79.44
17.45,78.47,65.97
9.5,76.63,74.6
15.8,76.98,57.94
15.02,75.95,67.34
30.03,77.89,48.63
28.18,75.39,59.61
34.28,74.2,69.52
13.0,75.7,80.67
33.39,74.23,68.06
27.65,79.95,72.79
15.43,75.8,68.47
26.86,79.06,70.38
31.03,78.73,89.54
22.57,75.82,73.35
34.53,75.13,67.74
24.6,87.08,80.67
17.55,75.9,65.7
22.62,86.13,80.88
23.67,84.95,80.88
26.39,79.48,72.27
26.53,75.87,65.33
13.95,76.62,62.2
29.93,78.52,75.06
26.0,92.87,84.57
14.03,75.68,74.03
13.54,77.3,55.25
27.57,93.85,85.5
12.82,77.03,61.28
13.23,77.12,59.09
16.47,76.53,60.94
34.3,74.25,67.66
28.78,95.88,76.05
24.53,84.02,77.92
30.17,76.54,60.96
27.68,76.45,64.29
25.05,84.63,77.37
27.6,78.05,66.49
26.27,91.37,81.79
23.83,73.03,69.43
24.77,93.9,91.25
22.72,75.8,73.25
17.69,78.87,66.93
27.16,79.27,70.79
29.84,78.75,83.54
24.68,74.13,69.03
27.68,74.07,58.32
11.57,75.6,81.84
11.77,79.38,71.39
27.24,79.44,71.24
34.65,76.02,65.99
30.1,77.75,66.02
20.13,85.15,79.86
24.28,85.17,80.54
27.33,82.7,72.15
23.2,79.95,76.64
19.08,82.03,74.8
26.82,75.8,65.29
26.9,70.92,55.01
21.05,75.57,71.52
25.35,72.62,62.77
26.53,88.72,78.43
32.67,74.83,66.23
22.82,86.18,80.21
22.82,86.18,80.32
22.88,84.13,81.05
25.08,73.08,65.4
18.2,75.2,70.51
24.53,76.17,70.15
25.45,78.58,72.4
21.92,84.08,78.06
26.3,73.02,60.32
30.55,79.57,82.1
33.19,74.15,64.39
14.53,76.35,64.72
22.23,85.65,82.09
25.48,84.42,76.5
25.05,84.08,77.02
26.2,73.94,62.99
28.88,74.07,53.57
26.72,89.88,80.59
21.73,75.15,73.04
22.47,70.07,77.47
26.1,92.73,83.99
26.38,79.19,71.62
24.92,86.22,78.81
17.61,78.88,67.03
25.55,82.32,75.23
23.63,75.13,71.71
28.05,94.18,78.05
30.64,76.05,60.23
30.8,75.82,59.81
29.28,77.42,63.33
33.98,74.27,75.59
28.06,75.28,59.95
25.1,78.8,73.7
33.78,74.07,64.29
26.21,73.07,60.35
33.34,74.21,66.56
32.6,74.87,65.63
24.43,85.52,80.69
23.1,74.15,72.21
22.17,86.63,81.43
30.03,77.83,66.08
17.74,78.47,65.99
28.33,75.68,59.61
16.33,74.78,75.52
16.43,74.68,75.72
25.38,74.3,67.73
29.8,78.65,75.0
22.52,85.63,82.35
26.13,87.62,78.02
20.78,85.72,79.19
20.82,75.97,71.07
21.85,87.92,82.55
10.95,78.08,56.8
24.32,92.0,85.66
16.95,82.23,79.51
27.07,88.47,85.27
18.33,84.13,80.57
11.73,78.97,66.22
32.4,78.25,78.35
20.27,81.48,73.31
22.67,76.73,72.34
11.83,75.33,82.77
26.43,80.37,74.81
8.08,77.5,78.83
31.33,75.33,59.98
10.92,79.83,75.79
10.07,78.8,71.36
29.7,77.03,62.28
14.78,74.13,85.45
33.0,74.9,70.06
21.62,85.58,82.23
21.32,70.32,80.22
24.98,79.92,75.81
17.25,80.15,69.86
21.83,76.37,71.79
21.82,75.62,71.93
27.9,80.8,73.81
22.08,82.15,76.81
9.95,76.27,80.1
10.23,77.47,95.2
12.95,78.3,63.49
16.7,74.23,80.41
22.53,88.33,81.99
22.65,88.45,81.92
7.22,93.73,81.23
10.75,79.35,68.9
25.15,75.85,68.18
25.18,75.9,68.19
17.55,80.63,70.82
9.53,76.6,75.05
11.25,75.78,81.25
23.4,88.52,81.49
10.4,78.67,67.75
33.58,75.5,71.67
34.42,74.3,66.49
15.83,78.07,62.98
26.85,79.5,71.84
25.22,82.72,75.94
13.24,76.86,60.72
19.28,74.37,77.23
17.87,78.76,66.64
17.22,78.03,64.59
13.55,76.01,71.5
22.5,73.75,74.57
21.53,73.43,78.05
32.68,74.76,65.77
31.91,75.45,63.28
29.92,77.07,62.66
13.02,80.12,75.52
27.57,79.35,70.56
27.51,79.51,71.15
30.02,79.07,82.09
13.35,77.98,59.25
34.3,73.95,71.61
34.12,74.81,68.23
28.62,72.97,50.68
22.17,85.62,82.02
27.78,79.32,69.22
21.85,72.13,78.5
17.5,74.75,74.75
26.7,89.45,80.23
28.19,75.7,60.32
20.03,77.83,69.12
25.25,94.47,90.48
26.89,79.65,72.3
17.92,82.97,78.22
22.44,88.1,81.93
11.7,75.53,82.03
30.04,73.95,52.21
9.82,77.15,82.3
21.95,85.32,82.19
21.23,78.9,72.92
22.05,78.3,75.21
26.8,75.64,64.52
19.25,73.15,82.86
19.5,83.32,77.33
33.23,74.39,65.84
32.96,74.41,62.81
24.6,84.82,78.39
29.79,78.71,73.8
19.9,86.12,81.66
29.87,78.72,80.05
20.27,85.18,79.49
21.42,79.27,73.83
17.07,78.49,66.8
25.4,79.5,74.07
12.85,74.9,83.28
28.93,74.89,55.27
23.1,71.4,71.3
23.43,85.32,81.99
12.42,78.38,60.81
11.83,75.67,80.64
23.48,70.47,72.26
22.42,71.87,75.41
25.13,75.58,69.18
24.54,75.71,70.29
25.7,81.35,74.87
17.28,76.22,63.52
21.78,85.97,82.72
21.32,77.61,71.84
10.92,76.43,72.27
10.47,79.73,73.35
20.23,83.28,76.14
18.15,73.0,86.2
27.05,79.39,71.32
26.65,79.99,73.65
27.23,79.25,70.63
23.1,74.87,72.29
28.37,76.9,62.48
29.82,78.53,76.03
19.72,76.27,69.11
33.77,74.35,71.82
30.66,76.84,63.69
26.18,92.73,84.84
23.32,91.32,85.22
25.05,75.0,68.66
26.49,79.19,71.18
9.18,76.55,78.46
10.98,78.23,57.19
34.45,74.29,66.28
24.75,78.25,73.27
24.03,79.2,75.9
17.75,77.9,64.13
27.08,79.82,72.7
15.85,77.27,58.48
22.84,88.42,81.7
24.98,78.27,72.87
23.6,74.62,70.72
23.35,77.07,73.18
16.62,73.9,84.94
23.63,85.0,81.21
22.6,81.47,78.55
18.75,73.55,83.99
26.99,79.64,72.14
24.82,78.76,74.06
33.53,77.5,77.83
24.37,82.95,77.79
25.05,84.05,76.99
25.07,83.95,76.93
16.55,73.62,85.0
29.89,78.66,78.14
24.86,78.86,74.28
29.12,75.52,56.88
25.5,75.85,67.03
23.97,93.22,92.34
23.37,93.12,92.82
29.98,78.62,74.89
24.97,85.1,77.95
22.53,88.32,82.02
26.52,85.97,75.28
26.25,76.33,66.11
28.04,75.65,61.47
25.65,94.03,90.31
33.23,74.63,71.6
20.18,85.62,80.72
28.12,74.76,58.45
25.35,75.53,67.18
18.12,73.0,86.99
21.18,71.65,80.47
25.53,86.55,77.96
26.82,70.7,54.42
21.51,77.52,75.03
22.52,79.03,76.29
21.43,78.97,73.4
13.18,80.04,74.2
27.69,79.67,71.67
17.97,78.72,66.43
16.97,78.35,65.95
34.29,74.23,68.11
34.17,74.27,69.76
15.2,76.22,63.98
19.83,83.73,78.18
12.46,80.1,76.87
24.53,75.65,70.17
16.75,77.78,62.69
10.08,78.75,70.16
13.93,78.27,61.52
27.69,79.65,71.6
16.1,78.3,64.84
16.03,79.95,75.37
28.23,95.0,77.1
11.15,75.97,79.96
26.75,94.83,84.65
29.54,77.49,63.82
9.23,76.87,73.6
33.5,74.83,83.18
21.43,74.43,73.76
12.71,76.95,61.96
8.77,78.1,76.6
11.73,75.88,90.74
24.38,84.53,78.74
25.85,85.6,76.5
30.4,77.95,70.89
12.48,76.87,64.89
8.37,77.0,78.48
34.1,74.65,68.12
17.67,82.23,78.95
34.11,74.52,67.8
18.93,77.48,65.7
9.8,76.8,83.41
17.83,73.92,82.13
23.72,85.5,81.18
23.8,81.35,77.76
12.92,74.82,83.76
26.62,89.83,80.46
24.65,79.15,74.89
29.98,78.7,73.61
24.22,84.67,79.75
23.97,87.17,80.78
17.97,78.86,66.77
27.83,79.47,70.83
16.13,76.58,60.79
9.75,76.57,74.71
11.98,75.95,86.93
24.71,79.22,74.82
24.82,85.25,78.37
16.17,76.88,59.11
32.89,74.74,67.15
24.59,79.18,75.01
34.51,76.27,67.78
23.8,80.8,77.31
26.42,87.43,77.13
13.32,77.14,58.44
24.37,87.42,80.94
23.8,86.28,80.53
12.42,92.93,81.91
26.75,80.88,74.18
30.93,75.87,60.48
30.9,75.8,60.12
25.75,93.18,86.19
34.03,74.68,68.39
25.55,76.22,67.5
34.42,74.23,66.36
30.38,77.81,68.38
24.5,87.13,80.71
24.58,78.88,74.67
21.7,84.67,79.34
23.27,92.47,92.8
25.2,93.3,90.44
13.7,75.67,75.56
25.58,93.77,90.65
26.77,84.98,73.75
27.23,94.12,80.9
25.18,86.08,78.1
28.33,73.2,52.48
24.37,87.2,80.61
21.85,87.22,81.55
24.17,88.27,80.86
30.72,76.25,61.26
17.44,78.54,66.1
22.22,70.23,77.69
24.11,78.98,76.67
25.47,92.8,88.01
25.5,93.12,86.67
27.75,95.92,78.78
27.03,79.39,71.35
21.72,71.38,76.63
18.03,75.33,69.73
21.08,83.4,76.46
26.35,75.57,64.99
25.3,93.43,91.02
32.8,79.18,79.65
27.32,95.9,80.8
26.03,90.17,80.94
21.55,71.35,77.61
17.18,78.71,67.22
16.17,76.52,61.03
34.0,74.92,68.64
20.2,83.7,79.7
23.4,69.88,72.14
22.32,87.05,80.96
22.83,85.12,80.64
17.98,76.33,65.27
26.87,79.11,70.61
12.02,77.25,64.39
25.2,94.47,90.39
25.68,92.8,86.38
20.78,77.67,70.81
24.7,79.02,74.82
22.88,69.82,76.15
23.83,87.82,80.61
32.52,74.76,64.75
26.28,94.25,87.5
24.55,92.6,86.44
24.87,86.52,79.67
29.97,77.04,62.67
28.07,75.62,61.01
9.92,78.12,63.18
9.83,78.08,64.35
17.93,73.67,86.17
16.75,78.0,63.94
21.08,71.78,81.25
27.23,79.05,70.02
26.75,92.35,82.0
22.0,80.7,76.05
25.03,88.13,80.32
20.55,74.53,75.2
21.17,81.73,74.79
32.27,77.17,77.18
22.58,80.37,76.38
22.82,69.27,76.67
12.5,76.83,65.42
12.92,74.88,84.35
12.95,74.83,83.89
16.18,81.13,78.71
27.5,77.68,65.49
12.92,92.92,82.48
18.05,78.27,65.28
12.42,75.73,87.25
29.02,77.63,63.98
11.8,77.82,52.09
22.42,87.32,81.19
8.3,73.0,85.86
28.83,78.75,68.17
15.42,73.78,86.89
26.67,84.92,74.06
30.58,78.48,83.89
29.47,79.65,90.82
18.9,72.82,85.07
19.12,72.85,84.54
30.45,78.08,85.56
29.47,77.73,64.67
26.12,85.4,75.81
12.3,76.7,69.62
11.8,76.0,85.05
27.54,79.69,71.81
24.65,84.58,78.48
15.47,79.87,76.64
20.87,84.4,77.75
13.11,80.3,77.49
9.93,78.12,63.04
16.45,77.43,60.31
22.87,87.98,81.21
24.77,77.7,73.5
24.78,78.44,74.02
28.45,76.11,60.1
26.4,89.75,80.26
24.03,78.38,74.71
22.69,88.15,81.62
21.02,73.15,79.11
25.03,87.32,79.68
19.47,82.58,76.44
26.72,92.9,82.32
10.2,76.72,71.73
26.13,85.63,75.93
28.42,73.37,53.35
24.85,83.78,77.24
24.05,78.89,75.68
21.55,74.7,73.72
17.53,78.59,66.4
26.02,79.34,72.68
15.68,75.63,68.75
27.87,79.44,70.7
