Latitude,Longitude,PTrain_WSD
26.72,89.88,2.78
21.73,75.15,7.1
22.47,70.07,11.55
26.1,92.73,2.67
26.38,79.19,6.87
24.92,86.22,3.83
17.61,78.88,5.84
25.55,82.32,6.27
23.63,75.13,7.15
28.05,94.18,3.38
30.64,76.05,5.79
30.8,75.82,5.81
29.28,77.42,6.1
33.98,74.27,0.29
28.06,75.28,6.46
25.1,78.8,6.43
33.78,74.07,0.53
26.21,73.07,7.99
33.34,74.21,0.48
32.6,74.87,5.32
24.43,85.52,3.52
23.1,74.15,8.08
22.17,86.63,4.77
30.03,77.83,5.55
17.74,78.47,6.31
28.33,75.68,6.47
16.33,74.78,7.59
16.43,74.68,7.58
25.38,74.3,7.21
29.8,78.65,1.52
22.52,85.63,3.61
26.13,87.62,3.89
20.78,85.72,4.59
20.82,75.97,6.7
21.85,87.92,6.21
10.95,78.08,8.79
24.32,92.0,3.09
16.95,82.23,6.79
27.07,88.47,2.07
18.33,84.13,6.43
11.73,78.97,8.57
32.4,78.25,0.93
20.27,81.48,4.86
22.67,76.73,6.62
11.83,75.33,10.37
26.43,80.37,6.79
8.08,77.5,14.11
31.33,75.33,5.8
10.92,79.83,10.5
10.07,78.8,10.78
29.7,77.03,5.92
14.78,74.13,9.0
33.0,74.9,0.22
21.62,85.58,3.9
21.32,70.32,10.51
24.98,79.92,6.55
17.25,80.15,5.34
21.83,76.37,6.66
21.82,75.62,6.85
27.9,80.8,6.51
22.08,82.15,4.92
9.95,76.27,12.04
10.23,77.47,9.89
12.95,78.3,8.06
16.7,74.23,7.74
22.53,88.33,5.56
22.65,88.45,5.25
7.22,93.73,14.57
10.75,79.35,10.06
25.15,75.85,6.91
25.18,75.9,6.9
17.55,80.63,5.21
9.53,76.6,11.88
11.25,75.78,10.79
23.4,88.52,4.17
10.4,78.67,10.07
33.58,75.5,1.35
34.42,74.3,-0.64
15.83,78.07,6.05
26.85,79.5,6.83
25.22,82.72,5.91
13.24,76.86,8.19
19.28,74.37,7.63
17.87,78.76,6.05
17.22,78.03,6.6
13.55,76.01,8.17
22.5,73.75,8.77
21.53,73.43,8.98
32.68,74.76,5.45
31.91,75.45,5.54
29.92,77.07,5.84
13.02,80.12,8.45
27.57,79.35,6.72
27.51,79.51,6.75
30.02,79.07,-0.37
13.35,77.98,8.18
34.3,73.95,-0.45
34.12,74.81,-0.22
28.62,72.97,7.64
22.17,85.62,3.76
27.78,79.32,6.66
21.85,72.13,10.58
17.5,74.75,7.59
26.7,89.45,2.88
28.19,75.7,6.39
20.03,77.83,6.78
25.25,94.47,1.68
26.89,79.65,6.79
17.92,82.97,5.82
22.44,88.1,5.92
11.7,75.53,10.47
30.04,73.95,6.76
9.82,77.15,10.27
21.95,85.32,3.73
21.23,78.9,6.63
22.05,78.3,6.99
26.8,75.64,6.66
19.25,73.15,9.05
19.5,83.32,4.4
33.23,74.39,1.66
32.96,74.41,4.52
24.6,84.82,4.24
29.79,78.71,2.15
19.9,86.12,6.15
29.87,78.72,0.08
20.27,85.18,5.05
21.42,79.27,6.59
17.07,78.49,6.33
25.4,79.5,6.78
12.85,74.9,9.68
28.93,74.89,6.91
23.1,71.4,10.07
23.43,85.32,3.48
12.42,78.38,7.62
11.83,75.67,9.9
23.48,70.47,10.98
22.42,71.87,10.22
25.13,75.58,6.82
24.54,75.71,6.84
25.7,81.35,6.75
17.28,76.22,6.89
21.78,85.97,4.12
21.32,77.61,6.71
10.92,76.43,10.21
10.47,79.73,10.79
20.23,83.28,4.25
18.15,73.0,9.03
27.05,79.39,6.74
26.65,79.99,6.82
27.23,79.25,6.73
23.1,74.87,7.37
28.37,76.9,6.34
29.82,78.53,1.06
19.72,76.27,6.87
33.77,74.35,-0.63
30.66,76.84,5.35
26.18,92.73,2.24
23.32,91.32,4.74
25.05,75.0,7.04
26.49,79.19,7.06
9.18,76.55,12.78
10.98,78.23,8.86
34.45,74.29,-0.55
24.75,78.25,6.46
