Latitude,Longitude,PTrain_WSD
26.75,82.08,3.81
25.93,80.83,3.92
30.92,74.67,4.82
26.3,87.27,4.19
22.37,88.78,7.83
16.28,78.68,7.53
30.72,76.77,4.71
26.35,79.23,4.09
25.77,75.63,5.67
24.18,92.02,5.95
11.18,75.85,9.02
17.84,78.12,6.38
15.42,75.63,7.94
27.33,88.62,4.33
16.53,80.8,8.57
24.75,84.95,4.77
25.4,83.55,4.15
22.77,83.97,5.45
27.13,81.97,3.83
21.47,80.2,4.8
19.27,84.88,8.66
26.75,83.37,3.77
17.35,76.85,6.2
34.05,74.4,6.62
24.65,77.32,5.11
28.42,77.0,4.36
26.1,91.58,4.21
26.23,78.25,4.31
15.42,75.62,7.95
27.23,79.28,4.1
33.89,74.29,6.19
24.05,76.45,5.99
25.58,76.3,5.41
15.73,75.98,7.51
16.27,76.83,6.61
23.52,74.0,8.59
20.1,84.57,7.83
9.92,77.53,7.9
34.16,74.57,6.04
30.65,78.85,5.89
27.85,78.47,4.19
14.55,78.73,7.88
29.9,78.68,4.88
26.01,79.38,4.07
32.79,74.77,5.45
29.97,78.53,4.73
26.7,94.12,3.09
17.61,78.47,6.68
27.72,79.65,4.14
22.77,87.8,7.65
23.28,84.55,5.5
20.88,73.72,9.39
28.3,75.71,4.59
22.9,88.16,7.48
20.13,78.32,5.02
29.85,77.05,4.49
25.22,87.17,5.04
23.95,87.1,6.2
22.7,70.65,10.51
27.22,73.47,5.54
30.72,75.98,4.72
32.98,74.41,5.38
28.36,74.9,4.75
27.7,79.57,4.14
20.67,79.13,4.95
22.25,88.5,7.96
33.26,74.14,5.59
27.32,84.32,3.68
23.27,87.97,7.09
31.52,76.02,4.96
27.98,72.25,5.58
24.9,72.83,7.67
20.72,70.99,10.63
34.08,74.57,6.14
14.97,78.25,7.54
34.1,74.58,6.13
21.92,85.37,6.8
22.02,69.92,10.43
22.26,88.97,7.91
22.86,88.04,7.55
16.75,77.3,6.45
25.73,75.54,5.74
19.92,77.05,5.77
25.93,85.33,4.25
18.17,73.3,9.88
21.33,69.9,10.81
16.72,75.43,7.64
17.21,78.9,7.23
14.83,76.63,7.26
25.96,75.59,5.58
12.84,80.06,8.73
25.6,85.2,4.4
18.98,84.02,8.15
20.37,83.37,6.93
17.63,80.93,7.72
22.55,72.22,10.35
20.28,84.7,7.68
14.98,74.92,8.77
15.17,77.38,6.84
16.28,76.62,6.77
24.67,84.77,4.78
30.64,76.81,4.69
30.1,79.97,5.9
28.07,94.57,2.88
24.67,75.6,6.34
18.02,79.57,6.85
27.38,80.17,4.11
17.82,73.1,10.05
13.0,76.15,7.91
28.08,96.5,3.26
23.98,85.37,5.37
29.17,75.73,4.52
14.28,74.45,9.48
22.77,77.77,5.19
10.58,92.55,7.91
17.45,78.47,6.79
9.5,76.63,8.62
15.8,76.98,6.71
15.02,75.95,7.83
30.03,77.89,6.11
28.18,75.39,4.68
34.28,74.2,6.35
13.0,75.7,8.27
33.39,74.23,5.77
27.65,79.95,4.14
15.43,75.8,7.8
26.86,79.06,4.11
31.03,78.73,6.49
22.57,75.82,6.96
34.53,75.13,6.98
24.6,87.08,5.56
17.55,75.9,7.1
22.62,86.13,6.92
23.67,84.95,5.46
26.39,79.48,4.06
26.53,75.87,5.13
13.95,76.62,7.46
29.93,78.52,4.72
26.0,92.87,3.93
14.03,75.68,8.31
13.54,77.3,6.88
27.57,93.85,3.58
12.82,77.03,7.41
13.23,77.12,7.13
16.47,76.53,6.78
34.3,74.25,6.18
28.78,95.88,3.21
24.53,84.02,4.64
30.17,76.54,4.57
27.68,76.45,4.54
25.05,84.63,4.52
27.6,78.05,4.23
26.27,91.37,4.11
23.83,73.03,8.78
24.77,93.9,4.19
22.72,75.8,6.97
17.69,78.87,6.83
27.16,79.27,4.09
29.84,78.75,5.16
24.68,74.13,7.34
27.68,74.07,5.16
11.57,75.6,9.09
11.77,79.38,8.53
27.24,79.44,4.09
